"","lfile","interval","npts","nobs","meanp","meano","varp","varo","acfp","acfo","exp","maxp","maxo","minp","mino","start"
"26","e16inc1simplelong27_0_4.xls",5.08472222222222,7263,1915,26.4742668318877,27.214725848564,1.34157101511965,1.82516725033006,NA,NA,"e16",32,31.8,20,19.8,2019-11-01 10:46:00
"27","e16inc5simplelong27_0.95_4.xls",5.08680555555556,7266,2360,27.1370905587669,24.8018220338983,2.41839856730418,1.99358255756876,NA,NA,"e16",32.4,31.3,20,20,2019-11-01 10:48:00
"28","e16inc6simplelong27_0.95rev_4.xls",5.08541666666667,7264,2761,27.1350908590308,28.8333212604129,1.83044176384009,1.66361689561556,NA,NA,"e16",32.4,32.4,20,20,2019-11-01 10:49:00
"29","e17inc1simplelong27_0.95rev_4.xls",4.96805555555556,7155,4430,26.9068343815514,26.8605643340858,2.50349980910823,2.5110755157734,NA,NA,"e17",32.4,32.4,20,20,2019-11-08 11:17:00
"30","e17inc3simplelong27_0.95_4.xls",4.96875,7156,5026,26.9340273896031,26.8963589335456,2.49827569691781,2.4756269970563,NA,NA,"e17",32.4,32.2,20,20,2019-11-08 11:17:00
"31","e17inc5simplelong27_0.62_4.xls",4.97013888888889,7158,5736,26.9211232187762,26.902039748954,2.36432801673181,2.41797706794801,NA,NA,"e17",32.4,32.5,20,20,2019-11-08 11:17:00
"32","e17inc6simplelong27_0_4.xls",4.97013888888889,7158,6309,26.9430706901369,26.8843239816136,2.06575812155516,2.18216017400486,NA,NA,"e17",32.4,32.5,20,19.8,2019-11-08 11:18:00
"33","e18inc1simplelong27_0.01_5.xls",5.00833333333333,7213,4556,26.9184250658533,26.8744951712028,2.06735384696387,2.15293720379608,NA,NA,"e18",32.1,32.2,18.8,18.7,2019-11-15 10:32:00
"34","e18inc1simplelong27_0.59_5.xls",5.00833333333333,7213,4988,26.917745736864,26.9768644747394,2.34240694414295,2.33788384106186,NA,NA,"e18",32.1,32,18.8,18.5,2019-11-15 10:33:00
"35","e18inc5simplelong27_0.95_5.xls",5.00902777777778,7214,5651,26.9247990019407,26.7620067244735,2.49099844735754,2.53795028591186,NA,NA,"e18",32.1,32,18.8,18.7,2019-11-15 10:34:00
"36","e18inc6simplelong27_0.95rev_5.xls",5.00902777777778,7214,6396,26.925381203216,26.8475766103815,2.491461717945,2.50849603844538,NA,NA,"e18",32.1,32,18.8,18.7,2019-11-15 10:34:00
"37","e19inc1simplelong27_0.95_6_N.xls",4.97916666666667,7171,4367,26.9131641333147,26.8726356766659,2.50484989280183,2.52695953651155,NA,NA,"e19",31.1,31.1,20,20.1,2019-11-22 11:05:00
"38","e19inc3simplelong27_0.95rev_6_N.xls",4.97916666666667,7171,5001,26.9496304560033,26.9429914017197,2.48290968803282,2.54531085915376,NA,NA,"e19",31.1,31.1,20,20,2019-11-22 11:05:00
"39","e19inc5simplelong27_0.01_6_N.xls",4.97986111111111,7172,5308,26.9296012269939,26.8301055011304,2.02282904694387,2.1486218974519,NA,NA,"e19",30.8,31,20,20,2019-11-22 11:06:00
"40","e19inc6simplelong27_0.6_6_N.xls",4.98055555555556,7173,6259,26.9389237418096,26.8638440645471,2.34448696790535,2.40356637889965,NA,NA,"e19",31.1,31.2,20,20,2019-11-22 11:06:00
"41","e20inc1simplelong27_0_7_N.xls",5.04861111111111,7271,4596,26.9395131343694,26.8763707571802,2.00302034237115,2.12365678544783,NA,NA,"e20",31.3,31.5,19.8,19.6,2019-11-29 08:28:00
"42","e20inc3simplelong27_0.62_7_N.xls",5.04930555555556,7272,5115,26.9247249724972,26.9042619745846,2.34713045641802,2.35486362501186,NA,NA,"e20",31.6,31.6,19.5,19.3,2019-11-29 08:29:00
"43","e20inc5simplelong27_0.95rev_7_N.xls",5.05,7273,5717,26.927265227554,27.0275669057198,2.49094739735363,2.5227251063387,NA,NA,"e20",31.6,31.6,19.5,19.3,2019-11-29 08:29:00
"44","e20inc6simplelong27_0.95_7_N.xls",5.05,7273,6303,26.9416884366836,26.8488656195462,2.4824748794756,2.47996124437308,NA,NA,"e20",31.6,31.7,19.5,19.3,2019-11-29 08:29:00
"45","e2inc1simplelong.xls",4.93680555555556,7110,4365,15.0125316455696,14.9629553264605,2.03921166666506,2.1598738312848,NA,NA,"e2",20,20,10,9.8,2019-07-26 14:21:00
