"Plot Title: greenhouse_5"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10316906, SEN S/N: 10316906)","Intensity, Lux (LGR S/N: 10316906, SEN S/N: 10316906)","Coupler Attached (LGR S/N: 10316906)","Host Connected (LGR S/N: 10316906)","Stopped (LGR S/N: 10316906)","End Of File (LGR S/N: 10316906)"
1,07/15/24 12:00:00  PM,21.760,5166.7,,,,
2,07/15/24 01:00:00  PM,23.196,7233.4,,,,
3,07/15/24 02:00:00  PM,24.255,2755.6,,,,
4,07/15/24 03:00:00  PM,26.000,7577.8,,,,
5,07/15/24 04:00:00  PM,27.862,5166.7,,,,
6,07/15/24 05:00:00  PM,29.352,7577.8,,,,
7,07/15/24 06:00:00  PM,30.154,7233.4,,,,
8,07/15/24 07:00:00  PM,29.953,462.9,,,,
9,07/15/24 08:00:00  PM,29.452,204.5,,,,
10,07/15/24 09:00:00  PM,28.853,43.1,,,,
11,07/15/24 10:00:00  PM,28.159,10.8,,,,
12,07/15/24 11:00:00  PM,27.567,0.0,,,,
13,07/16/24 12:00:00  AM,27.173,0.0,,,,
14,07/16/24 01:00:00  AM,26.781,0.0,,,,
15,07/16/24 02:00:00  AM,26.488,0.0,,,,
16,07/16/24 03:00:00  AM,26.292,0.0,,,,
17,07/16/24 04:00:00  AM,26.097,0.0,,,,
18,07/16/24 05:00:00  AM,25.902,0.0,,,,
19,07/16/24 06:00:00  AM,25.805,0.0,,,,
20,07/16/24 07:00:00  AM,25.805,301.4,,,,
21,07/16/24 08:00:00  AM,25.902,43.1,,,,
22,07/16/24 09:00:00  AM,26.292,6200.0,,,,
23,07/16/24 10:00:00  AM,26.390,139.9,,,,
24,07/16/24 11:00:00  AM,26.097,1173.3,,,,
25,07/16/24 12:00:00  PM,26.977,4994.5,,,,
26,07/16/24 01:00:00  PM,29.252,12400.1,,,,
27,07/16/24 02:00:00  PM,31.064,7233.4,,,,
28,07/16/24 03:00:00  PM,32.394,15155.7,,,,
29,07/16/24 04:00:00  PM,33.118,5166.7,,,,
30,07/16/24 05:00:00  PM,32.497,204.5,,,,
31,07/16/24 06:00:00  PM,31.370,3272.2,,,,
32,07/16/24 07:00:00  PM,30.659,1151.7,,,,
33,07/16/24 08:00:00  PM,29.853,473.6,,,,
34,07/16/24 09:00:00  PM,29.252,53.8,,,,
35,07/16/24 10:00:00  PM,28.655,10.8,,,,
36,07/16/24 11:00:00  PM,28.159,0.0,,,,
37,07/17/24 12:00:00  AM,27.567,0.0,,,,
38,07/17/24 01:00:00  AM,27.075,0.0,,,,
39,07/17/24 02:00:00  AM,26.683,0.0,,,,
40,07/17/24 03:00:00  AM,26.292,0.0,,,,
41,07/17/24 04:00:00  AM,25.902,0.0,,,,
42,07/17/24 05:00:00  AM,25.416,0.0,,,,
43,07/17/24 06:00:00  AM,24.931,0.0,,,,
44,07/17/24 07:00:00  AM,24.641,139.9,,,,
45,07/17/24 08:00:00  AM,24.545,1248.6,,,,
46,07/17/24 09:00:00  AM,24.931,2152.8,,,,
47,07/17/24 10:00:00  AM,26.585,5511.1,,,,
48,07/17/24 11:00:00  AM,28.357,13089.0,,,,
49,07/17/24 12:00:00  PM,30.659,9300.1,,,,
50,07/17/24 01:00:00  PM,31.574,7577.8,,,,
51,07/17/24 02:00:00  PM,32.600,8611.2,,,,
52,07/17/24 03:00:00  PM,33.535,13089.0,,,,
53,07/17/24 04:00:00  PM,33.535,11022.3,,,,
54,07/17/24 05:00:00  PM,33.326,7577.8,,,,
55,07/17/24 06:00:00  PM,33.014,2927.8,,,,
56,07/17/24 07:00:00  PM,31.983,505.9,,,,
57,07/17/24 08:00:00  PM,30.659,355.2,,,,
58,07/17/24 09:00:00  PM,29.352,32.3,,,,
59,07/17/24 10:00:00  PM,27.961,0.0,,,,
60,07/17/24 11:00:00  PM,26.781,0.0,,,,
61,07/18/24 12:00:00  AM,25.805,0.0,,,,
62,07/18/24 01:00:00  AM,25.513,0.0,,,,
63,07/18/24 02:00:00  AM,25.319,0.0,,,,
64,07/18/24 03:00:00  AM,25.028,0.0,,,,
65,07/18/24 04:00:00  AM,24.835,0.0,,,,
66,07/18/24 05:00:00  AM,24.545,0.0,,,,
67,07/18/24 06:00:00  AM,24.448,43.1,,,,
68,07/18/24 07:00:00  AM,24.351,376.7,,,,
69,07/18/24 08:00:00  AM,24.931,2755.6,,,,
70,07/18/24 09:00:00  AM,26.097,5511.1,,,,
71,07/18/24 10:00:00  AM,27.567,9644.5,,,,
72,07/18/24 11:00:00  AM,27.961,7233.4,,,,
73,07/18/24 12:00:00  PM,28.456,2755.6,,,,
74,07/18/24 01:00:00  PM,29.452,4822.3,,,,
75,07/18/24 02:00:00  PM,30.255,12400.1,,,,
76,07/18/24 03:00:00  PM,30.356,7233.4,,,,
77,07/18/24 04:00:00  PM,31.166,9300.1,,,,
78,07/18/24 05:00:00  PM,31.370,6200.0,,,,
79,07/18/24 06:00:00  PM,30.659,2497.2,,,,
80,07/18/24 07:00:00  PM,29.552,1065.6,,,,
81,07/18/24 08:00:00  PM,28.258,333.7,,,,
82,07/18/24 09:00:00  PM,27.075,32.3,,,,
83,07/18/24 10:00:00  PM,26.390,0.0,,,,
84,07/18/24 11:00:00  PM,25.805,0.0,,,,
85,07/19/24 12:00:00  AM,25.319,0.0,,,,
86,07/19/24 01:00:00  AM,24.931,0.0,,,,
87,07/19/24 02:00:00  AM,24.545,0.0,,,,
88,07/19/24 03:00:00  AM,24.158,0.0,,,,
89,07/19/24 04:00:00  AM,23.869,0.0,,,,
90,07/19/24 05:00:00  AM,23.581,0.0,,,,
91,07/19/24 06:00:00  AM,23.388,43.1,,,,
92,07/19/24 07:00:00  AM,23.196,409.0,,,,
93,07/19/24 08:00:00  AM,23.869,2755.6,,,,
94,07/19/24 09:00:00  AM,25.222,4994.5,,,,
95,07/19/24 10:00:00  AM,27.862,9644.5,,,,
96,07/19/24 11:00:00  AM,29.252,10333.4,,,,
97,07/19/24 12:00:00  PM,31.268,16533.4,,,,
98,07/19/24 01:00:00  PM,32.600,12400.1,,,,
99,07/19/24 02:00:00  PM,33.326,11022.3,,,,
100,07/19/24 03:00:00  PM,33.953,17911.2,,,,
101,07/19/24 04:00:00  PM,33.639,16533.4,,,,
102,07/19/24 05:00:00  PM,33.639,10333.4,,,,
103,07/19/24 06:00:00  PM,32.704,7233.4,,,,
104,07/19/24 07:00:00  PM,31.472,592.0,,,,
105,07/19/24 08:00:00  PM,30.154,312.2,,,,
106,07/19/24 09:00:00  PM,28.953,32.3,,,,
107,07/19/24 10:00:00  PM,27.764,0.0,,,,
108,07/19/24 11:00:00  PM,26.683,0.0,,,,
109,07/20/24 12:00:00  AM,25.805,0.0,,,,
110,07/20/24 01:00:00  AM,25.028,0.0,,,,
