"Plot Title: greenhouse_4"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10316940, SEN S/N: 10316940)","Intensity, Lux (LGR S/N: 10316940, SEN S/N: 10316940)","Coupler Attached (LGR S/N: 10316940)","Host Connected (LGR S/N: 10316940)","Stopped (LGR S/N: 10316940)","End Of File (LGR S/N: 10316940)"
60,07/17/24 11:00:00  PM,24.062,0.0,,,,
61,07/18/24 12:00:00  AM,22.908,0.0,,,,
62,07/18/24 01:00:00  AM,22.525,0.0,,,,
63,07/18/24 02:00:00  AM,22.046,0.0,,,,
64,07/18/24 03:00:00  AM,21.664,0.0,,,,
65,07/18/24 04:00:00  AM,21.378,0.0,,,,
66,07/18/24 05:00:00  AM,21.091,0.0,,,,
67,07/18/24 06:00:00  AM,20.805,53.8,,,,
68,07/18/24 07:00:00  AM,20.710,441.3,,,,
69,07/18/24 08:00:00  AM,21.569,3961.1,,,,
70,07/18/24 09:00:00  AM,23.004,6544.5,,,,
71,07/18/24 10:00:00  AM,23.773,9300.1,,,,
72,07/18/24 11:00:00  AM,24.545,7233.4,,,,
73,07/18/24 12:00:00  PM,25.416,3272.2,,,,
74,07/18/24 01:00:00  PM,26.683,5166.7,,,,
75,07/18/24 02:00:00  PM,27.862,24800.2,,,,
76,07/18/24 03:00:00  PM,27.665,9644.5,,,,
77,07/18/24 04:00:00  PM,28.953,13777.9,,,,
78,07/18/24 05:00:00  PM,29.252,10677.8,,,,
79,07/18/24 06:00:00  PM,27.961,3272.2,,,,
80,07/18/24 07:00:00  PM,26.683,1377.8,,,,
81,07/18/24 08:00:00  PM,25.416,409.0,,,,
82,07/18/24 09:00:00  PM,24.158,32.3,,,,
83,07/18/24 10:00:00  PM,23.388,0.0,,,,
84,07/18/24 11:00:00  PM,22.717,0.0,,,,
85,07/19/24 12:00:00  AM,22.046,0.0,,,,
86,07/19/24 01:00:00  AM,21.473,0.0,,,,
87,07/19/24 02:00:00  AM,20.996,0.0,,,,
88,07/19/24 03:00:00  AM,20.615,0.0,,,,
89,07/19/24 04:00:00  AM,20.138,0.0,,,,
90,07/19/24 05:00:00  AM,19.853,0.0,,,,
91,07/19/24 06:00:00  AM,19.472,43.1,,,,
92,07/19/24 07:00:00  AM,19.472,452.1,,,,
93,07/19/24 08:00:00  AM,20.329,3272.2,,,,
94,07/19/24 09:00:00  AM,21.855,4650.0,,,,
95,07/19/24 10:00:00  AM,23.869,6200.0,,,,
96,07/19/24 11:00:00  AM,26.195,13777.9,,,,
97,07/19/24 12:00:00  PM,28.258,18600.1,,,,
98,07/19/24 01:00:00  PM,29.752,18600.1,,,,
99,07/19/24 02:00:00  PM,30.356,14466.8,,,,
100,07/19/24 03:00:00  PM,30.659,9300.1,,,,
101,07/19/24 04:00:00  PM,30.356,10677.8,,,,
102,07/19/24 05:00:00  PM,30.558,6544.5,,,,
103,07/19/24 06:00:00  PM,29.452,3100.0,,,,
104,07/19/24 07:00:00  PM,28.258,624.3,,,,
105,07/19/24 08:00:00  PM,26.879,355.2,,,,
106,07/19/24 09:00:00  PM,25.708,43.1,,,,
107,07/19/24 10:00:00  PM,24.545,10.8,,,,
108,07/19/24 11:00:00  PM,23.388,0.0,,,,
109,07/20/24 12:00:00  AM,22.333,0.0,,,,
110,07/20/24 01:00:00  AM,21.569,0.0,,,,
111,07/20/24 02:00:00  AM,20.901,0.0,,,,
112,07/20/24 03:00:00  AM,20.996,0.0,,,,
113,07/20/24 04:00:00  AM,20.996,0.0,,,,
114,07/20/24 05:00:00  AM,20.996,0.0,,,,
115,07/20/24 06:00:00  AM,20.901,43.1,,,,
116,07/20/24 07:00:00  AM,21.091,645.8,,,,
117,07/20/24 08:00:00  AM,21.951,3272.2,,,,
118,07/20/24 09:00:00  AM,23.581,6200.0,,,,
119,07/20/24 10:00:00  AM,25.805,11022.3,,,,
120,07/20/24 11:00:00  AM,27.961,14466.8,,,,
121,07/20/24 12:00:00  PM,29.352,18600.1,,,,
122,07/20/24 01:00:00  PM,30.154,14466.8,,,,
123,07/20/24 02:00:00  PM,31.472,16533.4,,,,
124,07/20/24 03:00:00  PM,31.778,8611.2,,,,
125,07/20/24 04:00:00  PM,31.676,7577.8,,,,
126,07/20/24 05:00:00  PM,31.574,4650.0,,,,
127,07/20/24 06:00:00  PM,30.862,1463.9,,,,
128,07/20/24 07:00:00  PM,29.552,699.7,,,,
129,07/20/24 08:00:00  PM,28.258,1001.0,,,,
130,07/20/24 09:00:00  PM,27.075,32.3,,,,
131,07/20/24 10:00:00  PM,25.805,0.0,,,,
132,07/20/24 11:00:00  PM,24.738,0.0,,,,
133,07/21/24 12:00:00  AM,23.677,0.0,,,,
134,07/21/24 01:00:00  AM,22.812,0.0,,,,
135,07/21/24 02:00:00  AM,22.142,0.0,,,,
136,07/21/24 03:00:00  AM,21.473,0.0,,,,
137,07/21/24 04:00:00  AM,20.901,0.0,,,,
138,07/21/24 05:00:00  AM,20.519,0.0,,,,
139,07/21/24 06:00:00  AM,20.234,21.5,,,,
140,07/21/24 07:00:00  AM,20.424,775.0,,,,
141,07/21/24 08:00:00  AM,20.710,1636.1,,,,
142,07/21/24 09:00:00  AM,21.760,5338.9,,,,
143,07/21/24 10:00:00  AM,24.062,13777.9,,,,
144,07/21/24 11:00:00  AM,24.738,17911.2,,,,
145,07/21/24 12:00:00  PM,26.292,18600.1,,,,
146,07/21/24 01:00:00  PM,27.764,3961.1,,,,
147,07/21/24 02:00:00  PM,29.152,5166.7,,,,
148,07/21/24 03:00:00  PM,30.963,9300.1,,,,
149,07/21/24 04:00:00  PM,31.472,8266.7,,,,
150,07/21/24 05:00:00  PM,30.558,1980.6,,,,
151,07/21/24 06:00:00  PM,30.457,2238.9,,,,
152,07/21/24 07:00:00  PM,29.452,1205.6,,,,
153,07/21/24 08:00:00  PM,28.555,581.3,,,,
154,07/21/24 09:00:00  PM,27.567,32.3,,,,
155,07/21/24 10:00:00  PM,26.488,0.0,,,,
156,07/21/24 11:00:00  PM,25.416,0.0,,,,
157,07/22/24 12:00:00  AM,24.351,0.0,,,,
158,07/22/24 01:00:00  AM,23.388,0.0,,,,
159,07/22/24 02:00:00  AM,22.429,0.0,,,,
160,07/22/24 03:00:00  AM,21.760,0.0,,,,
161,07/22/24 04:00:00  AM,21.282,0.0,,,,
162,07/22/24 05:00:00  AM,21.378,0.0,,,,
163,07/22/24 06:00:00  AM,21.378,64.6,,,,
164,07/22/24 07:00:00  AM,21.473,904.2,,,,
165,07/22/24 08:00:00  AM,22.142,4133.4,,,,
166,07/22/24 09:00:00  AM,23.677,6200.0,,,,
167,07/22/24 10:00:00  AM,25.805,10677.8,,,,
168,07/22/24 11:00:00  AM,28.060,13777.9,,,,
169,07/22/24 12:00:00  PM,30.054,17222.3,,,,
170,07/22/24 01:00:00  PM,31.778,16533.4,,,,
171,07/22/24 02:00:00  PM,32.600,11022.3,,,,
172,07/22/24 03:00:00  PM,31.778,6544.5,,,,
173,07/22/24 04:00:00  PM,31.778,8611.2,,,,
174,07/22/24 05:00:00  PM,31.472,4133.4,,,,
175,07/22/24 06:00:00  PM,30.457,2325.0,,,,
176,07/22/24 07:00:00  PM,29.352,1248.6,,,,
177,07/22/24 08:00:00  PM,28.258,581.3,,,,
178,07/22/24 09:00:00  PM,27.075,21.5,,,,
179,07/22/24 10:00:00  PM,25.902,0.0,,,,
180,07/22/24 11:00:00  PM,25.222,0.0,,,,
181,07/23/24 12:00:00  AM,24.448,0.0,,,,
182,07/23/24 01:00:00  AM,23.773,0.0,,,,
183,07/23/24 02:00:00  AM,23.004,0.0,,,,
184,07/23/24 03:00:00  AM,22.429,0.0,,,,
185,07/23/24 04:00:00  AM,22.046,0.0,,,,
186,07/23/24 05:00:00  AM,21.569,0.0,,,,
187,07/23/24 06:00:00  AM,21.282,32.3,,,,
188,07/23/24 07:00:00  AM,20.901,1151.7,,,,
189,07/23/24 08:00:00  AM,21.378,3788.9,,,,
190,07/23/24 09:00:00  AM,22.908,6200.0,,,,
191,07/23/24 10:00:00  AM,25.028,8611.2,,,,
192,07/23/24 11:00:00  AM,26.977,14466.8,,,,
193,07/23/24 12:00:00  PM,29.053,17222.3,,,,
194,07/23/24 01:00:00  PM,30.659,17222.3,,,,
195,07/23/24 02:00:00  PM,31.880,10677.8,,,,
196,07/23/24 03:00:00  PM,31.880,9300.1,,,,
197,07/23/24 04:00:00  PM,31.983,4305.6,,,,
198,07/23/24 05:00:00  PM,30.760,2325.0,,,,
199,07/23/24 06:00:00  PM,30.558,2583.4,,,,
200,07/23/24 07:00:00  PM,29.853,1722.2,,,,
201,07/23/24 08:00:00  PM,28.754,387.5,,,,
202,07/23/24 09:00:00  PM,27.468,21.5,,,,
203,07/23/24 10:00:00  PM,26.585,0.0,,,,
204,07/23/24 11:00:00  PM,25.708,0.0,,,,
205,07/24/24 12:00:00  AM,24.835,0.0,,,,
206,07/24/24 01:00:00  AM,24.158,0.0,,,,
207,07/24/24 02:00:00  AM,23.677,0.0,,,,
208,07/24/24 03:00:00  AM,23.292,0.0,,,,
209,07/24/24 04:00:00  AM,22.908,0.0,,,,
210,07/24/24 05:00:00  AM,22.525,0.0,,,,
211,07/24/24 06:00:00  AM,22.238,21.5,,,,
212,07/24/24 07:00:00  AM,22.142,1194.8,,,,
213,07/24/24 08:00:00  AM,22.429,1894.5,,,,
214,07/24/24 09:00:00  AM,22.908,2152.8,,,,
215,07/24/24 10:00:00  AM,23.292,3100.0,,,,
216,07/24/24 11:00:00  AM,24.158,9300.1,,,,
217,07/24/24 12:00:00  PM,25.610,8266.7,,,,
218,07/24/24 01:00:00  PM,27.173,17911.2,,,,
219,07/24/24 02:00:00  PM,27.370,7577.8,,,,
220,07/24/24 03:00:00  PM,26.977,2669.5,,,,
221,07/24/24 04:00:00  PM,27.764,5511.1,,,,
222,07/24/24 05:00:00  PM,27.961,5511.1,,,,
223,07/24/24 06:00:00  PM,27.665,4305.6,,,,
224,07/24/24 07:00:00  PM,26.781,1054.9,,,,
225,07/24/24 08:00:00  PM,25.805,602.8,,,,
226,07/24/24 09:00:00  PM,24.545,75.3,,,,
227,07/24/24 10:00:00  PM,23.581,0.0,,,,
228,07/24/24 11:00:00  PM,22.525,0.0,,,,
229,07/25/24 12:00:00  AM,21.951,0.0,,,,
230,07/25/24 01:00:00  AM,21.855,0.0,,,,
231,07/25/24 02:00:00  AM,21.664,0.0,,,,
232,07/25/24 03:00:00  AM,21.473,0.0,,,,
233,07/25/24 04:00:00  AM,21.473,0.0,,,,
234,07/25/24 05:00:00  AM,21.378,0.0,,,,
235,07/25/24 06:00:00  AM,21.378,43.1,,,,
236,07/25/24 07:00:00  AM,21.282,559.7,,,,
237,07/25/24 08:00:00  AM,21.951,3100.0,,,,
238,07/25/24 09:00:00  AM,23.484,6200.0,,,,
239,07/25/24 10:00:00  AM,25.805,11022.3,,,,
240,07/25/24 11:00:00  AM,28.953,15844.5,,,,
241,07/25/24 12:00:00  PM,22.621,0.0,,,,
242,07/25/24 12:11:19  PM,,,Logged,,,
243,07/25/24 12:11:26  PM,,,,Logged,,
244,07/25/24 12:11:46  PM,,,,,Logged,Logged
