#,Date_Time_EDT,Temp_C,Light_lux
1,7/21/2025 17:35,25.82,131.72
2,7/21/2025 18:35,22.18,0.2
3,7/21/2025 19:35,21.75,0.81
4,7/21/2025 20:35,21.53,0
5,7/21/2025 21:35,21.36,0
6,7/21/2025 22:35,21.23,0
7,7/21/2025 23:35,21.19,0
8,7/22/2025 0:35,21.06,0
9,7/22/2025 1:35,20.98,0
10,7/22/2025 2:35,21.1,0
11,7/22/2025 3:35,21.06,0
12,7/22/2025 4:35,21.19,0
13,7/22/2025 5:35,21.1,0
14,7/22/2025 6:35,21.1,0
15,7/22/2025 7:35,21.19,0
16,7/22/2025 8:35,19.77,0
17,7/22/2025 9:35,21.62,0.2
18,7/22/2025 10:35,21.79,1.84
19,7/22/2025 11:35,19.99,1.86
20,7/22/2025 12:35,19.82,2.89
21,7/22/2025 13:35,19.9,0.81
22,7/22/2025 14:35,20.16,0.61
23,7/22/2025 15:35,20.33,0.2
24,7/22/2025 16:35,20.59,0
25,7/22/2025 17:35,20.93,0.4
26,7/22/2025 18:35,20.85,0.4
27,7/22/2025 19:35,20.76,0.81
28,7/22/2025 20:35,20.5,0
29,7/22/2025 21:35,19.86,0
30,7/22/2025 22:35,19.17,0
31,7/22/2025 23:35,18.62,0
32,7/23/2025 0:35,18.1,0
33,7/23/2025 1:35,17.63,0
34,7/23/2025 2:35,17.24,0
35,7/23/2025 3:35,17.07,0
36,7/23/2025 4:35,16.9,0
37,7/23/2025 5:35,17.03,0
38,7/23/2025 6:35,17.03,0
39,7/23/2025 7:35,17.16,0.4
40,7/23/2025 8:35,17.63,0.4
41,7/23/2025 9:35,18.32,0.4
42,7/23/2025 10:35,18.96,0.4
43,7/23/2025 11:35,19.43,0
44,7/23/2025 12:35,19.35,0
45,7/23/2025 13:35,24.49,2.25
46,7/23/2025 14:35,24.11,5.37
47,7/23/2025 15:35,27.88,30.86
48,7/23/2025 16:35,26.85,185.44
49,7/23/2025 17:35,26.3,471.52
50,7/23/2025 18:35,25.27,0
51,7/23/2025 19:35,22.73,0
52,7/23/2025 20:35,21.7,0
53,7/23/2025 21:35,20.63,0
54,7/23/2025 22:35,19.6,0
55,7/23/2025 23:35,19.3,0
56,7/24/2025 0:35,19.13,0
57,7/24/2025 1:35,19,0
58,7/24/2025 2:35,18.57,0
59,7/24/2025 3:35,18.19,0
60,7/24/2025 4:35,18.14,0
61,7/24/2025 5:35,18.44,0
62,7/24/2025 6:35,18.96,0
63,7/24/2025 7:35,19.3,0
64,7/24/2025 8:35,19.82,0
65,7/24/2025 9:35,20.8,0.2
66,7/24/2025 10:35,21.92,0.2
67,7/24/2025 11:35,22.52,0.2
68,7/24/2025 12:35,23.16,0.2
69,7/24/2025 13:35,23.68,0.2
70,7/24/2025 14:35,38.18,9446.4
71,7/24/2025 15:35,23.42,195.28
72,7/24/2025 16:35,23.46,146.68
73,7/24/2025 17:35,23.55,99.68
74,7/24/2025 18:35,23.59,30.86
75,7/24/2025 19:35,23.64,18.93
76,7/24/2025 20:35,23.68,0.4
77,7/24/2025 21:35,23.68,0
78,7/24/2025 22:35,23.72,0
79,7/24/2025 23:35,23.76,0
80,7/25/2025 0:35,23.76,0.2
81,7/25/2025 1:35,23.76,0
82,7/25/2025 2:35,23.76,0
83,7/25/2025 3:35,23.76,0
84,7/25/2025 4:35,23.81,0
85,7/25/2025 5:35,23.81,0
86,7/25/2025 6:35,23.85,4.7
87,7/25/2025 7:35,23.85,19.34
88,7/25/2025 8:35,23.85,52.66
89,7/25/2025 9:35,23.94,276.72
90,7/25/2025 10:35,23.98,52.7
91,7/25/2025 11:35,24.02,43.24
92,7/25/2025 12:35,24.02,105.4
93,7/25/2025 13:35,24.11,65.5
94,7/25/2025 14:35,24.15,45.34
95,7/25/2025 15:35,24.19,39.56
96,7/25/2025 16:35,24.32,25.53
97,7/25/2025 17:35,24.32,15.66
98,7/25/2025 18:35,24.36,15.86
99,7/25/2025 19:35,24.36,5.73
100,7/25/2025 20:35,24.45,0.81
101,7/25/2025 21:35,24.41,0
102,7/25/2025 22:35,24.41,0
103,7/25/2025 23:35,24.45,0
104,7/26/2025 0:35,24.45,0
105,7/26/2025 1:35,24.49,0
106,7/26/2025 2:35,24.45,0
107,7/26/2025 3:35,24.45,0
108,7/26/2025 4:35,24.41,0
109,7/26/2025 5:35,24.45,0
110,7/26/2025 6:35,24.45,3.88
111,7/26/2025 7:35,24.49,9.44
112,7/26/2025 8:35,24.45,22.64
113,7/26/2025 9:35,24.49,32.55
114,7/26/2025 10:35,24.49,9.05
115,7/26/2025 11:35,24.49,59.76
116,7/26/2025 12:35,24.49,31.32
117,7/26/2025 13:35,24.49,27.17
118,7/26/2025 14:35,24.54,20.39
119,7/26/2025 15:35,24.54,42
120,7/26/2025 16:35,24.58,9.26
121,7/26/2025 17:35,24.54,15.22
122,7/26/2025 18:35,24.54,6.57
123,7/26/2025 19:35,24.58,1.43
124,7/26/2025 20:35,24.54,0.4
125,7/26/2025 21:35,24.58,0.2
126,7/26/2025 22:35,24.54,0
127,7/26/2025 23:35,24.54,0
128,7/27/2025 0:35,24.49,0
129,7/27/2025 1:35,24.54,0
130,7/27/2025 2:35,24.54,0
131,7/27/2025 3:35,24.58,0
132,7/27/2025 4:35,24.54,0
133,7/27/2025 5:35,24.62,0
134,7/27/2025 6:35,24.58,3.07
135,7/27/2025 7:35,24.58,17.27
136,7/27/2025 8:35,24.58,34.95
137,7/27/2025 9:35,24.62,161.4
138,7/27/2025 10:35,24.58,163.04
139,7/27/2025 11:35,24.66,99.68
140,7/27/2025 12:35,24.66,56.44
141,7/27/2025 13:35,24.66,50.7
142,7/27/2025 14:35,24.71,51.12
143,7/27/2025 15:35,24.75,12.33
144,7/27/2025 16:35,24.84,27.63
145,7/27/2025 17:35,24.84,12.15
146,7/27/2025 18:35,24.92,8.23
147,7/27/2025 19:35,24.92,1.84
148,7/27/2025 20:35,24.97,0.4
149,7/27/2025 21:35,24.97,0
150,7/27/2025 22:35,24.97,0
