"lat","lon"
-35.733333,147.3196
-34,149.5
-37.5,149
-23,150.5
-27.5,152.5
-36,150
-37.5,143.25
-36.5,146.25
-34.5,116.5
-40,156
-33.53596,150.819772
-32.857407,151.617388
-34.741857,150.512394
-29.814136,152.892685
-28.99122,153.427108
-33.069552,151.469453
-35.159417,173.1625
-35.866111,173.6675
-38.138333,176.256111
-37.017417,174.841944
-41.390333,146.490306
-36.021111,173.977778
-36.784167,174.855556
-36.783333,174.766667
-37,174.483333
-36.6,174.883333
-37.283333,176.266667
-36.866667,174.883333
46.039585,-123.768902
42.6565,-83.20051
41.777558,-79.80283
41.38642,-89.477767
40.747403,-123.988265
40.688705,-122.121202
39.648354,-121.64631
39.023264,-122.751791
39.01909,-76.79927
39.00171,-94.519758
38.840845,-77.249565
38.72377,-87.720031
38.634155,-121.775709
38.394099,-77.431522
37.871593,-122.27274
37.783397,-86.452247
37.709917,-89.837773
37.700534,-76.898446
37.6932,-121.192
37.661907,-76.999261
37.649034,-93.955078
37.466033,-88.894637
37.358761,-89.628002
37.306509,-121.912818
37.203653,-77.262969
37.146816,-89.28948
37.02878,-119.64233
36.886756,-76.70334
36.851769,-88.952666
36.847028,-89.958709
36.746891,-101.465501
36.441314,-77.469673
36.333874,-89.485338
34.766541,-92.294471
34.732843,-91.207816
34.717716,-99.872028
34.71947,-81.610324
34.633961,-98.42346
34.359997,-91.429413
34.243795,-91.987152
34.110519,-94.788646
34.068954,-93.157703
34.0521,-93.01371
34.035404,-80.974331
33.978821,-91.709049
33.789358,-91.350302
33.6144,-90.6846
33.564928,-86.980562
33.443446,-87.374724
33.18542,-91.785346
33.134638,-97.059692
33.127058,-79.980644
32.915089,-90.837017
32.888847,-80.672583
32.857095,-95.603714
32.807443,-92.387227
32.800419,-91.857594
32.791494,-90.989754
32.689376,-94.061852
32.594636,-93.653345
32.528669,-81.2678
32.527562,-93.813906
32.509377,-92.115857
32.491047,-94.800632
32.285534,-92.600627
32.265894,-89.99889
32.163407,-95.476685
32.156777,-94.80141
32.084381,-92.130387
31.967396,-91.314839
31.866098,-90.404131
31.820788,-94.135485
31.743266,-93.095218
31.729833,-92.185561
31.710643,-93.898093
31.653491,-91.865263
31.577319,-91.53623
31.311249,-84.936136
31.262083,-92.476589
31.240902,-89.823725
31.154793,-83.429366
31.054101,-92.059374
30.951954,-95.96281
30.867513,-91.385784
30.884222,-84.570363
30.838237,-91.078493
30.8297,-89.979348
30.844468,-94.187164
30.813603,-90.729451
30.733518,-91.600115
30.725381,-93.338644
30.687343,-92.377956
30.607405,-90.462949
30.480122,-91.119654
30.473924,-90.803639
30.4466,-84.2937
30.398425,-89.930622
30.38276,-84.668112
30.275168,-91.287188
30.237442,-93.291757
30.203822,-90.940966
30.186267,-91.782123
30.114604,-93.842055
30.024711,-90.758029
29.978573,-91.799903
29.935238,-90.1514
29.935895,-94.128113
29.942367,-90.396386
29.9269,-91.054794
29.875215,-94.013507
29.849938,-94.028785
29.624247,-90.576486
29.57312,-95.01255
29.56612,-95.01255
29.541174,-90.735917
27.976423,-97.464882
21.45179,-158.03833
19.55979,-155.500488
32.68087,-80.346708
32.87164,-80.087113
33.179,-79.4544
33.565515,-81.286123
34.485833,-81.739722
33.95045,-79.97015
-36.494167,174.445833
-36.47,174.2
-37.292222,176.268333
-37.397056,175.931444
-43.985468,-176.718487
-37.724722,174.942222
-37.156667,174.622222
-37.275833,174.673611
29.595455,-95.072855
-55.523149,-68.075567
41.560194,-81.417261
37.978327,-84.551881
-34.518044,172.771052
-36.889638,174.468697
-36.894673,174.45905
-36.637072,174.323207
-36.609804,174.292569
-36.527928,174.23967
-36.302599,174.077968
-34.586055,172.854318
-34.70593,173.025065
-34.477303,172.711474
-41.72981,174.16888
-40.12829,175.331423
-35.02244,173.187188
-36.251752,174.04048
-40.41478,175.495249
-40.40313,175.525597
-40.122773,175.311001
-34.628775,172.902173
-37.459124,175.099067
-34.900667,173.348031
-35.05115,173.19354
-35.019011,173.191596
38.926193,-77.341405
-36.861543,174.72136
-27.67447,153.198809
-36.3308,145.3588
-36.6997,145.2102
-36.0127,145.1116
-36.0102,145.1677
-36.0113,145.1658
-36.62,145.3044
-37.9644,145.1352
-38.1302,144.4269
-38.1291,144.4266
-37.7855,145.0297
-37.7525,145.0766
-37.6872,145.5263
-37.713,145.3038
-37.76,145.0805
-37.7547,145.0741
-37.7266,144.8325
-38.2038,145.1102
-38.1272,142.812
-38.1493,147.1155
-34.1379,141.8398
-34.1376,141.8395
-34.1438,141.8467
-34.1424,141.8482
-34.141,141.8498
-36.3407,145.3674
-38.1338,141.7766
-38.0233,141.8494
-36.9483,147.7569
-36.948,147.7583
-38.2677,146.2597
-38.3177,146.3347
-38.24,146.3597
-36.4619,145.1966
-36.4625,145.1777
-36.4769,145.1775
-36.4466,145.1452
-36.4766,145.1594
-36.4316,145.1594
-36.4486,145.1413
-36.4088,145.1433
-36.3908,145.1413
-36.2547,145.1513
-36.2366,145.1375
-36.2627,145.4505
-36.2647,145.4194
-36.3786,145.2219
-36.3641,145.2225
-36.3477,145.2227
-36.3352,145.223
-36.3197,145.2066
-36.3797,145.24
-36.3994,145.2383
-36.4183,145.2422
-36.4291,145.2433
-36.4361,145.2686
-36.4344,145.2844
-36.0411,145.7688
-36.4347,145.1202
-36.4444,145.1225
-36.4211,145.1219
-36.3994,145.1166
-36.3677,145.1086
-36.3797,145.1183
-36.4088,145.2058
-36.3925,145.195
-36.3805,145.1863
-36.3655,145.1955
-36.3652,145.1788
-36.365,145.1588
-36.3647,145.1422
-36.3686,145.1075
-36.3697,145.1186
-36.3488,145.0611
-36.353,145.0944
-36.3491,145.0788
-36.3513,145.0422
-36.1633,144.8055
-36.163,144.7866
-36.2472,145.235
-36.2619,145.2702
-36.2352,145.223
-36.213,145.1947
-36.213,145.2413
-36.2138,145.1869
-36.193,145.233
-36.2072,145.1547
-36.1855,145.1608
-36.1844,145.2063
-36.015,145.968
-35.9233,145.6513
-35.8483,145.0347
-37.8444,147.6263
-38.1916,145.075
-36.4233,145.4263
-38.715,146.6513
-37.6852,145.523
-38.7113,146.6333
-37.8972,145.2213
-36.9483,147.7513
-38.5319,142.7702
-37.9969,145.3358
-38.1355,145.2833
-37.6697,145.0836
-37.6372,145.1063
-38.1202,145.1691
-37.7252,145.2425
-37.8963,145.195
-38.138,144.5855
-37.6922,145.1219
-38.1316,144.5847
-37.7852,145.048
-37.1358,144.4805
-37.0816,144.5263
-35.6733,143.8375
-35.8066,143.8597
-35.1483,143.368
-34.1316,141.6847
-34.2483,142.2375
-36.3538,145.388
-36.5094,145.3444
-36.5055,145.3391
-37.233,141.9125
-36.615,143.2513
-37.5469,143.823
-35.8316,143.9597
-35.4983,143.918
-35.4483,143.8513
-35.7316,144.1847
-37.738,141.958
-36.3408,145.3677
-37.7491,145.0863
-37.7494,145.0861
-37.7491,145.0852
-37.7522,145.0919
-35.8225,144.2969
-35.6166,143.7411
-37.7338,145.1969
-37.7077,145.2711
-36.4016,146.1497
-35.8683,145.2205
-35.8475,144.9166
-35.8775,144.928
-35.835,144.9477
-35.8297,144.9169
-36.083,146.8433
-36.1013,146.9355
-37.7633,145.5341
-35.885,144.9972
-35.8858,144.9986
-36.2166,145.3213
-36.3447,145.3633
-36.1011,146.0283
-35.9802,145.9111
-36.0469,146.3833
-36.0994,146.9366
-36.0755,146.8519
-36.0719,146.8483
-38.0619,145.6575
-34.08728,139.67642
-34.08726,139.67637
-34.464779,150.777947
29.7773,-90.1149
29.7869,-90.1147
26.4667,-81.55
28,-82
28.0333,-82.5667
30.7077,-84.9244
26.4194,-81.4202
27.9167,-82.35
27.6186,-81.8106
28.6653,-80.8448
26.6125,-81.345
27.0333,-82
26.9667,-82.3314
29.3967,-81.1331
29.0283,-81.3031
28.8528,-81.6854
28.7833,-80.8
29.4339,-81.1369
26.4611,-81.66
27.4667,-81.9167
27.4833,-82.1833
28.5794,-81.977
27.1833,-81.8
30.25,-82.2667
27.5,-82.2833
30.6324,-87.0397
27.8595,-82.0854
28.5553,-82.3879
28.05,-82.4929
27.3364,-82.5307
39.199251,-75.988561
29.61132,-82.40859
27.84372,-81.48555
30.309582,-95.684927
-33.65719,150.720526
-32.760033,152.011368
-32.933974,151.621279
-32.097976,151.981589
-32.840376,151.703281
-32.838733,151.662096
-32.855695,151.678694
-33.913889,151.140278
-32.837659,151.678961
-32.76926,151.654115
-33.567314,150.867824
-33.748428,150.701162
-33.665092,150.901157
-33.781758,150.951158
-33.948431,150.417837
-34.165128,145.817913
-34.748435,149.717857
-33.365108,148.017866
-33.415087,151.351148
-33.915092,150.917827
-33.998424,151.067826
-33.765091,150.951158
-32.715085,151.551138
-34.214851,145.803469
-33.798427,150.767828
-34.015093,150.851163
-36.06513,146.917922
-35.515145,144.95128
-33.71509,151.067822
-33.848457,146.267902
-33.798424,151.017824
-33.765093,150.767828
-33.981759,150.851163
-33.865091,150.95116
-33.565095,150.65116
-28.61508,153.001071
-34.165096,150.617836
-34.148429,150.517838
-33.948422,151.201156
-34.465097,150.317844
-34.265097,150.351175
-33.915092,150.867828
-33.698424,150.951157
-34.515093,150.867835
-33.965089,151.117825
-33.798425,150.901159
-33.831755,151.217821
-35.815125,147.251247
-34.565094,150.767838
-33.898422,151.201156
-33.548432,150.384499
-34.798429,150.567844
-30.965074,153.001091
-33.598427,150.717827
-33.998426,150.851163
-33.465105,149.567842
-33.715095,150.667829
-32.365079,152.467786
-30.565089,150.917787
-30.931755,150.91779
-33.915094,150.751164
-29.648412,152.95108
-32.665084,151.648637
-33.915093,150.851162
-33.568981,150.873102
-34.315092,150.917832
-33.598426,150.801159
-40.352,175.6
38.9058,-76.9406
39.5094,-76.1644
21.33,-157.77
29.66357,-90.2402
-34.742269,173.11063
9.8,-84.14
27.9136,-82.7867
29.9066,-83.0718
9.97362,-84.093477
9.816245,-84.030701
9.972222,-84.185556
-36.491792,174.446594
-43.772452,-176.74905
-35.46435,138.62041
-35.50283,138.93139
-35.49677,138.93006
-34.31546,140.38865
-34.09453,140.77677
-34.32755,140.39558
-34.20111,140.76898
-34.13681,140.78202
-34.33023,140.58327
-34.21231,140.76419
-34.32978,140.58195
-34.83315,139.57379
-35.37181,139.13926
-34.6843,139.61011
-34.6843,139.6099
-34.22253,140.38377
-35.3931,139.35951
-34.30698,140.59191
-35.45408,138.562
-35.56825,138.28219
-35.45703,138.56962
-35.03225,139.36935
-35.56869,138.27919
-34.085,139.67956
-34.08488,139.67939
-34.07915,139.6757
-34.0872,139.6764
-34.08723,139.67639
-33.733649,150.793719
-33.774166,150.732369
-32.753732,151.634738
-33.259295,151.482002
-34.168614,150.609128
-32.177333,152.38924
-33.934056,151.218854
-33.932882,151.218717
-33.927951,151.21883
-33.929065,151.219186
-30.917164,153.027222
-30.917441,153.038326
-30.920446,153.035481
-30.944117,153.02301
-30.94122,153.028893
-30.95165,153.031953
-30.95784,153.03028
-30.992826,153.018036
-30.990452,153.020791
-30.959188,152.994786
-30.978642,152.990795
-30.959901,152.994608
-30.966181,153.005686
-30.971622,152.991486
-30.993044,152.998387
-30.982333,152.998
-30.988288,152.994323
-30.997032,152.996093
-30.995534,153.006808
-31.000758,153.015136
-31.001154,153.017378
-31.000506,153.009029
-31.009781,152.991588
-31.000667,152.984738
-31.01823,152.960251
-31.02173,152.95478
-31.02292,152.952432
-31.032179,152.957803
-31.021943,152.975483
-31.078045,152.937225
-31.045228,152.9609
-31.062296,152.951134
-31.024825,152.935395
-31.024689,152.933624
-31.019486,152.922868
-31.025589,152.914565
-31.009788,152.92606
-31.025034,152.936809
-31.038575,152.931603
-31.032686,152.939298
-31.041532,152.927493
-31.03784,152.924226
-31.041766,152.926004
-31.034479,152.932287
-31.044512,152.916906
-31.042617,152.881675
-31.057786,152.872821
-31.051951,152.86742
-31.072146,152.868503
-31.072152,152.857517
-31.07536,152.853015
-31.080278,152.861982
-31.088096,152.821144
-31.086637,152.804696
-31.072765,152.81438
-31.0915,152.756299
-30.938164,153.003549
-30.937704,153.005192
-30.942206,153.005747
-30.945635,153.008438
-30.95481,152.977835
-30.951877,152.974936
-30.94364,152.983219
-30.942214,152.977524
-30.945397,152.970069
-30.945732,152.973189
-30.948729,152.978632
-30.949007,152.971105
-30.946633,152.966844
-30.953354,152.962832
-30.949717,152.959211
-30.949589,152.956856
-30.945053,152.964154
-30.948634,152.95918
-30.962651,152.974681
-30.956654,152.955051
-30.986672,152.983682
-30.98352,152.968392
-30.98842,152.970014
-30.982826,152.969555
-30.998952,152.945772
-31.004255,152.940123
-30.997147,152.945197
-30.981922,152.922793
-30.978522,152.925509
-30.975532,152.959273
-30.981531,152.933151
-30.98262,152.927883
-30.986132,152.931179
-30.994358,152.943554
-30.948181,152.93396
-30.959095,152.94347
-30.957605,152.940508
-30.956811,152.909831
-30.96783,152.927339
-30.98046,152.908991
-31.007103,152.9053
-30.99456,152.893026
-31.008109,152.898814
-31.020557,152.90559
-31.014212,152.892407
-31.020716,152.900362
-30.994873,152.889422
-31.034307,152.881476
-31.037925,152.872155
-31.041405,152.844873
-29.54479,153.045683
-29.520405,153.064277
-29.503969,153.067084
-29.514415,153.05896
-29.520353,153.06016
-32.858682,151.613786
-34.471033,146.026659
-34.482187,146.347789
-34.750139,146.580585
-34.762744,146.575058
-34.633796,146.368424
-33.299248,151.425149
-35.936589,144.920983
-35.663341,144.17996
-36.087879,150.132312
-36.090658,150.060091
-35.723714,149.792589
-33.920972,150.90393
-32.934365,151.13727
-32.753751,151.645348
-32.627318,151.233717
-35.511642,150.393369
-32.859,151.615
-32.855952,151.6808
-33.081997,150.072436
