x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.1,1/1/1950 0:00,ON,1950,1,1,1.4,,-0.6,,3.3,,4.3,,4.3,,0,,,,,,,,0,,16.6,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.2,1/2/1950 0:00,ON,1950,1,2,4.5,,1.1,,7.8,,7.4,,7.4,,0,,,,,,,,0,,13.5,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.3,1/3/1950 0:00,ON,1950,1,3,7.8,,1.7,,13.9,,11.9,,11.9,,0,,,,,,,,0,,10.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.4,1/4/1950 0:00,ON,1950,1,4,7.8,,4.4,,11.1,,2.5,,2.5,,0,,,,,,,,0,,10.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.5,1/5/1950 0:00,ON,1950,1,5,-1.4,,-2.2,,-0.6,,0,,0,,0,,,,,,,,0,,19.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.6,1/6/1950 0:00,ON,1950,1,6,-2.8,,-5,,-0.6,,17.8,,0,,17.8,,,,,,,,0,,20.8,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.7,1/7/1950 0:00,ON,1950,1,7,-5,,-6.7,,-3.3,,0.3,,0,,0.3,,,,,,,,0,,23,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.8,1/8/1950 0:00,ON,1950,1,8,-13.3,,-24.4,,-2.2,,1,,0,,1,,,,,,,,0,,31.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.9,1/9/1950 0:00,ON,1950,1,9,-6.7,,-16.1,,2.8,,0.8,,0.8,,0,,,,,,,,0,,24.7,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.10,1/10/1950 0:00,ON,1950,1,10,1.9,,-5.6,,9.4,,8.4,,7.1,,1.3,,,,,,,,0,,16.1,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.11,1/11/1950 0:00,ON,1950,1,11,-5.3,,-7.8,,-2.8,,0,T,0,,0,T,,,,,,,0,,23.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.12,1/12/1950 0:00,ON,1950,1,12,-3.3,,-9.4,,2.8,,0,T,0,T,0,,,,,,,,0,,21.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.13,1/13/1950 0:00,ON,1950,1,13,5.3,,-2.8,,13.3,,9.7,,9.7,,0,,,,,,,,0,,12.7,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.14,1/14/1950 0:00,ON,1950,1,14,0.6,,-2.2,,3.3,,0,T,0,,0,T,,,,,,,0,,17.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.15,1/15/1950 0:00,ON,1950,1,15,1.7,,-3.3,,6.7,,7.1,,7.1,,0,T,,,,,,,0,,16.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.16,1/16/1950 0:00,ON,1950,1,16,-4.5,,-6.1,,-2.8,,0,,0,,0,,,,,,,,0,,22.5,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.17,1/17/1950 0:00,ON,1950,1,17,-2.5,,-9.4,,4.4,,0,T,0,,0,T,,,,,,,0,,20.5,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.18,1/18/1950 0:00,ON,1950,1,18,-3.6,,-8.3,,1.1,,0,T,0,,0,T,,,,,,,0,,21.6,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.19,1/19/1950 0:00,ON,1950,1,19,-11.4,,-15,,-7.8,,0.3,,0,,0.3,,,,,,,,0,,29.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.20,1/20/1950 0:00,ON,1950,1,20,-11.2,,-15.6,,-6.7,,0.5,,0,,0.5,,,,,,,,0,,29.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.21,1/21/1950 0:00,ON,1950,1,21,-3.9,,-8.9,,1.1,,2.5,,0.3,,2.3,,,,,,,,0,,21.9,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.22,1/22/1950 0:00,ON,1950,1,22,1.7,,-1.1,,4.4,,3,,2.5,,0.5,,,,,,,,0,,16.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.23,1/23/1950 0:00,ON,1950,1,23,0.6,,-0.6,,1.7,,3.8,,0,,3.8,,,,,,,,0,,17.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.24,1/24/1950 0:00,ON,1950,1,24,-2.8,,-6.1,,0.6,,2,,2,,0,T,,,,,,,0,,20.8,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.25,1/25/1950 0:00,ON,1950,1,25,7.3,,-2.2,,16.7,,4.3,,4.3,,0,,,,,,,,0,,10.7,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.26,1/26/1950 0:00,ON,1950,1,26,5.9,,0,,11.7,,0,T,0,,0,T,,,,,,,0,,12.1,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.27,1/27/1950 0:00,ON,1950,1,27,-5.6,,-7.2,,-3.9,,0,,0,,0,,,,,,,,0,,23.6,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.28,1/28/1950 0:00,ON,1950,1,28,-1.4,,-7.8,,5,,0,T,0,T,0,,,,,,,,0,,19.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.29,1/29/1950 0:00,ON,1950,1,29,3.9,,-1.1,,8.9,,0,T,0,T,0,T,,,,,,,0,,14.1,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.30,1/30/1950 0:00,ON,1950,1,30,-8.3,,-9.4,,-7.2,,8.9,,0,,8.9,,,,,,,,0,,26.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.1.31,1/31/1950 0:00,ON,1950,1,31,-12,,-15,,-8.9,,0,T,0,,0,T,,,,,,,0,,30,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.1,2/1/1950 0:00,ON,1950,2,1,-9.7,,-17.2,,-2.2,,0,T,0,,0,T,,,,,,,0,,27.7,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.2,2/2/1950 0:00,ON,1950,2,2,-6.7,,-13.3,,0,,0,T,0,,0,T,,,,,,,0,,24.7,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.3,2/3/1950 0:00,ON,1950,2,3,-7,,-10.6,,-3.3,,0,T,0,,0,T,,,,,,,0,,25,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.4,2/4/1950 0:00,ON,1950,2,4,-3.6,,-8.3,,1.1,,0,,0,,0,,,,,,,,0,,21.6,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.5,2/5/1950 0:00,ON,1950,2,5,-4.8,,-10.6,,1.1,,0,T,0,,0,T,,,,,,,0,,22.8,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.6,2/6/1950 0:00,ON,1950,2,6,0,,-1.7,,1.7,,0.3,,0.3,,0,T,,,,,,,0,,18,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.7,2/7/1950 0:00,ON,1950,2,7,-8.6,,-11.1,,-6.1,,0,T,0,,0,T,,,,,,,0,,26.6,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.8,2/8/1950 0:00,ON,1950,2,8,-5,,-11.7,,1.7,,2,,0.5,,1.5,,,,,,,,0,,23,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.9,2/9/1950 0:00,ON,1950,2,9,0,,-1.7,,1.7,,5.1,,0.5,,4.6,,,,,,,,0,,18,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.10,2/10/1950 0:00,ON,1950,2,10,-3.1,,-7.8,,1.7,,0.5,,0,,0.5,,,,,,,,0,,21.1,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.11,2/11/1950 0:00,ON,1950,2,11,0.6,,-2.2,,3.3,,0,,0,,0,,,,,,,,0,,17.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.12,2/12/1950 0:00,ON,1950,2,12,-2.8,,-5,,-0.6,,0,,0,,0,,,,,,,,0,,20.8,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.13,2/13/1950 0:00,ON,1950,2,13,-4.2,,-7.2,,-1.1,,12.7,,0,,12.7,,,,,,,,0,,22.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.14,2/14/1950 0:00,ON,1950,2,14,-1.4,,-5.6,,2.8,,4.8,,4.3,,0.5,,,,,,,,0,,19.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.15,2/15/1950 0:00,ON,1950,2,15,1.7,,1.1,,2.2,,0,T,0,T,0,T,,,,,,,0,,16.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.16,2/16/1950 0:00,ON,1950,2,16,-0.6,,-2.2,,1.1,,0,T,0,,0,T,,,,,,,0,,18.6,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.17,2/17/1950 0:00,ON,1950,2,17,-1.1,,-3.3,,1.1,,0,,0,,0,,,,,,,,0,,19.1,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.18,2/18/1950 0:00,ON,1950,2,18,-1.7,,-4.4,,1.1,,2.5,,0,,2.5,,,,,,,,0,,19.7,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.19,2/19/1950 0:00,ON,1950,2,19,-10,,-13.9,,-6.1,,0,T,0,,0,T,,,,,,,0,,28,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.20,2/20/1950 0:00,ON,1950,2,20,-20.9,,-25.6,,-16.1,,0,,0,,0,,,,,,,,0,,38.9,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.21,2/21/1950 0:00,ON,1950,2,21,-16.7,,-20,,-13.3,,24.9,,0,,24.9,,,,,,,,0,,34.7,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.22,2/22/1950 0:00,ON,1950,2,22,-12.8,,-16.7,,-8.9,,8.4,,0,,8.4,,,,,,,,0,,30.8,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.23,2/23/1950 0:00,ON,1950,2,23,-7.3,,-11.7,,-2.8,,0.3,,0,,0.3,,,,,,,,0,,25.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.24,2/24/1950 0:00,ON,1950,2,24,-7.5,,-11.1,,-3.9,,5.3,,0,,5.3,,,,,,,,0,,25.5,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.25,2/25/1950 0:00,ON,1950,2,25,-15.6,,-23.9,,-7.2,,0,T,0,,0,T,,,,,,,0,,33.6,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.26,2/26/1950 0:00,ON,1950,2,26,-13.9,,-17.2,,-10.6,,0.3,,0,,0.3,,,,,,,,0,,31.9,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.27,2/27/1950 0:00,ON,1950,2,27,-15.3,,-25.6,,-5,,0,,0,,0,,,,,,,,0,,33.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.2.28,2/28/1950 0:00,ON,1950,2,28,-7.5,,-17.2,,2.2,,5.1,,0,,5.1,,,,,,,,0,,25.5,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.1,3/1/1950 0:00,ON,1950,3,1,-9.2,,-11.7,,-6.7,,1.8,,0,,1.8,,,,,,,,0,,27.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.2,3/2/1950 0:00,ON,1950,3,2,-15.3,,-18.3,,-12.2,,1.8,,0,,1.8,,,,,,,,0,,33.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.3,3/3/1950 0:00,ON,1950,3,3,-15.9,,-21.1,,-10.6,,0,T,0,,0,T,,,,,,,0,,33.9,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.4,3/4/1950 0:00,ON,1950,3,4,-12.5,,-28.9,,3.9,,0,T,0,,0,T,,,,,,,0,,30.5,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.5,3/5/1950 0:00,ON,1950,3,5,0.3,,-5,,5.6,,0,,0,,0,,,,,,,,0,,17.7,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.6,3/6/1950 0:00,ON,1950,3,6,-8.3,,-13.3,,-3.3,,0,,0,,0,,,,,,,,0,,26.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.7,3/7/1950 0:00,ON,1950,3,7,-3.1,,-10,,3.9,,1,,1,,0,,,,,,,,0,,21.1,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.8,3/8/1950 0:00,ON,1950,3,8,1.7,,-1.1,,4.4,,0,T,0,T,0,T,,,,,,,0,,16.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.9,3/9/1950 0:00,ON,1950,3,9,-10.9,,-15,,-6.7,,0,T,0,,0,T,,,,,,,0,,28.9,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.10,3/10/1950 0:00,ON,1950,3,10,-7,,-10.6,,-3.3,,2.5,,0,,2.5,,,,,,,,0,,25,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.11,3/11/1950 0:00,ON,1950,3,11,-2.8,,-6.7,,1.1,,5.3,,0,,5.3,,,,,,,,0,,20.8,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.12,3/12/1950 0:00,ON,1950,3,12,-4.5,,-6.1,,-2.8,,4.6,,0,,4.6,,,,,,,,0,,22.5,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.13,3/13/1950 0:00,ON,1950,3,13,-5,,-7.2,,-2.8,,5.3,,0,,5.3,,,,,,,,0,,23,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.14,3/14/1950 0:00,ON,1950,3,14,-7.3,,-13.9,,-0.6,,2,,0,,2,,,,,,,,0,,25.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.15,3/15/1950 0:00,ON,1950,3,15,-6.1,,-9.4,,-2.8,,0,T,0,,0,T,,,,,,,0,,24.1,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.16,3/16/1950 0:00,ON,1950,3,16,-10,,-17.2,,-2.8,,0,,0,,0,,,,,,,,0,,28,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.17,3/17/1950 0:00,ON,1950,3,17,-10.3,,-19.4,,-1.1,,16.3,,0,,16.3,,,,,,,,0,,28.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.18,3/18/1950 0:00,ON,1950,3,18,-9.2,,-11.7,,-6.7,,0,,0,,0,,,,,,,,0,,27.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.19,3/19/1950 0:00,ON,1950,3,19,-10.3,,-19.4,,-1.1,,0,,0,,0,,,,,,,,0,,28.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.20,3/20/1950 0:00,ON,1950,3,20,-4.8,,-10.6,,1.1,,0,,0,,0,,,,,,,,0,,22.8,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.21,3/21/1950 0:00,ON,1950,3,21,-0.9,,-3.9,,2.2,,0,,0,,0,,,,,,,,0,,18.9,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.22,3/22/1950 0:00,ON,1950,3,22,2.8,,1.1,,4.4,,5.3,,4.3,,1,,,,,,,,0,,15.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.23,3/23/1950 0:00,ON,1950,3,23,1.7,,0,,3.3,,2.5,,1.5,,1,,,,,,,,0,,16.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.24,3/24/1950 0:00,ON,1950,3,24,3.4,,1.7,,5,,0,T,0,T,0,,,,,,,,0,,14.6,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.25,3/25/1950 0:00,ON,1950,3,25,3.1,,0.6,,5.6,,0,,0,,0,,,,,,,,0,,14.9,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.26,3/26/1950 0:00,ON,1950,3,26,0,,-3.3,,3.3,,12.4,,12.4,,0,,,,,,,,0,,18,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.27,3/27/1950 0:00,ON,1950,3,27,4.8,,0.6,,8.9,,1.5,,1.5,,0,,,,,,,,0,,13.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.28,3/28/1950 0:00,ON,1950,3,28,7.8,,3.9,,11.7,,0.8,,0.8,,0,T,,,,,,,0,,10.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.29,3/29/1950 0:00,ON,1950,3,29,-1.7,,-2.8,,-0.6,,0,T,0,,0,T,,,,,,,0,,19.7,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.30,3/30/1950 0:00,ON,1950,3,30,-2.8,,-7.2,,1.7,,0,,0,,0,,,,,,,,0,,20.8,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.3.31,3/31/1950 0:00,ON,1950,3,31,0.9,,-4.4,,6.1,,0,T,0,,0,T,,,,,,,0,,17.1,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.1,4/1/1950 0:00,ON,1950,4,1,2.8,,0,,5.6,,13,,2.3,,10.7,,,,,,,,0,,15.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.2,4/2/1950 0:00,ON,1950,4,2,2.5,,0,,5,,4.6,,0.8,,3.8,,,,,,,,0,,15.5,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.3,4/3/1950 0:00,ON,1950,4,3,7,,0,,13.9,,20.8,,20.8,,0,,,,,,,,0,,11,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.4,4/4/1950 0:00,ON,1950,4,4,11.4,,5.6,,17.2,,2.5,,2.5,,0,,,,,,,,0,,6.6,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.5,4/5/1950 0:00,ON,1950,4,5,0.6,,-2.2,,3.3,,0,T,0,,0,T,,,,,,,0,,17.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.6,4/6/1950 0:00,ON,1950,4,6,-4.2,,-8.3,,0,,0,,0,,0,,,,,,,,0,,22.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.7,4/7/1950 0:00,ON,1950,4,7,0,,-6.1,,6.1,,0,T,0,,0,T,,,,,,,0,,18,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.8,4/8/1950 0:00,ON,1950,4,8,-5,,-7.8,,-2.2,,0,T,0,,0,T,,,,,,,0,,23,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.9,4/9/1950 0:00,ON,1950,4,9,-2.3,,-7.8,,3.3,,0,,0,,0,,,,,,,,0,,20.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.10,4/10/1950 0:00,ON,1950,4,10,-0.3,,-5,,4.4,,2,,2,,0,,,,,,,,0,,18.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.11,4/11/1950 0:00,ON,1950,4,11,5.6,,1.7,,9.4,,0.5,,0.5,,0,T,,,,,,,0,,12.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.12,4/12/1950 0:00,ON,1950,4,12,-1.4,,-4.4,,1.7,,0,T,0,,0,T,,,,,,,0,,19.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.13,4/13/1950 0:00,ON,1950,4,13,-5.9,,-8.9,,-2.8,,0,T,0,,0,T,,,,,,,0,,23.9,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.14,4/14/1950 0:00,ON,1950,4,14,-1.4,,-6.7,,3.9,,0,,0,,0,,,,,,,,0,,19.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.15,4/15/1950 0:00,ON,1950,4,15,1.1,,-3.9,,6.1,,0,,0,,0,,,,,,,,0,,16.9,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.16,4/16/1950 0:00,ON,1950,4,16,5.3,,-3.9,,14.4,,0.3,,0.3,,0,,,,,,,,0,,12.7,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.17,4/17/1950 0:00,ON,1950,4,17,12,,5.6,,18.3,,0,,0,,0,,,,,,,,0,,6,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.18,4/18/1950 0:00,ON,1950,4,18,8.9,,-0.6,,18.3,,0,T,0,T,0,,,,,,,,0,,9.1,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.19,4/19/1950 0:00,ON,1950,4,19,11.1,,5,,17.2,,8.4,,8.4,,0,,,,,,,,0,,6.9,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.20,4/20/1950 0:00,ON,1950,4,20,5.6,,2.2,,8.9,,0.3,,0.3,,0,T,,,,,,,0,,12.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.21,4/21/1950 0:00,ON,1950,4,21,3.6,,1.1,,6.1,,0,T,0,,0,T,,,,,,,0,,14.4,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.22,4/22/1950 0:00,ON,1950,4,22,3.7,,-3.3,,10.6,,3,,3,,0,,,,,,,,0,,14.3,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.23,4/23/1950 0:00,ON,1950,4,23,7.8,,1.7,,13.9,,0,,0,,0,,,,,,,,0,,10.2,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.24,4/24/1950 0:00,ON,1950,4,24,4.2,,-0.6,,8.9,,0,T,0,T,0,,,,,,,,0,,13.8,,,,,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1950.4.25,4/25/1950 0:00,ON,1950,4,25,4.2,,0.6,,7.8,,4.8,,4.8,,0,,,,,,,,0,,13.8,,,,,
