"Date","Time","Temperature","DateTime"
2006-06-01,"10:30:00",18.77,2006-06-01 10:30:00
2006-06-01,"10:45:00",18.95,2006-06-01 10:45:00
2006-06-01,"11:00:00",19.48,2006-06-01 11:00:00
2006-06-01,"11:15:00",19.73,2006-06-01 11:15:00
2006-06-01,"11:30:00",19.88,2006-06-01 11:30:00
2006-06-01,"11:45:00",20.07,2006-06-01 11:45:00
2006-06-01,"12:00:00",20.2,2006-06-01 12:00:00
2006-06-01,"12:15:00",20.37,2006-06-01 12:15:00
2006-06-01,"12:30:00",20.69,2006-06-01 12:30:00
2006-06-01,"12:45:00",20.83,2006-06-01 12:45:00
2006-06-01,"13:00:00",20.67,2006-06-01 13:00:00
2006-06-01,"13:15:00",20.81,2006-06-01 13:15:00
2006-06-01,"13:30:00",20.95,2006-06-01 13:30:00
2006-06-01,"13:45:00",21.22,2006-06-01 13:45:00
2006-06-01,"14:00:00",21.48,2006-06-01 14:00:00
2006-06-01,"14:15:00",21.65,2006-06-01 14:15:00
2006-06-01,"14:30:00",21.75,2006-06-01 14:30:00
2006-06-01,"14:45:00",21.86,2006-06-01 14:45:00
2006-06-01,"15:00:00",22.13,2006-06-01 15:00:00
2006-06-01,"15:15:00",22.07,2006-06-01 15:15:00
2006-06-01,"15:30:00",22.13,2006-06-01 15:30:00
2006-06-01,"15:45:00",22.36,2006-06-01 15:45:00
2006-06-01,"16:00:00",22.39,2006-06-01 16:00:00
2006-06-01,"16:15:00",22.85,2006-06-01 16:15:00
2006-06-01,"16:30:00",22.97,2006-06-01 16:30:00
2006-06-01,"16:45:00",22.9,2006-06-01 16:45:00
2006-06-01,"17:00:00",22.72,2006-06-01 17:00:00
2006-06-01,"17:15:00",23.34,2006-06-01 17:15:00
2006-06-01,"17:30:00",23.32,2006-06-01 17:30:00
2006-06-01,"17:45:00",23.16,2006-06-01 17:45:00
2006-06-01,"18:00:00",22.28,2006-06-01 18:00:00
2006-06-01,"18:15:00",22.68,2006-06-01 18:15:00
2006-06-01,"18:30:00",22.48,2006-06-01 18:30:00
2006-06-01,"18:45:00",21.93,2006-06-01 18:45:00
2006-06-01,"19:00:00",21.94,2006-06-01 19:00:00
2006-06-01,"19:15:00",22.05,2006-06-01 19:15:00
2006-06-01,"19:30:00",21.79,2006-06-01 19:30:00
2006-06-01,"19:45:00",21.47,2006-06-01 19:45:00
2006-06-01,"20:00:00",21.26,2006-06-01 20:00:00
2006-06-01,"20:15:00",20.85,2006-06-01 20:15:00
2006-06-01,"20:30:00",20.45,2006-06-01 20:30:00
2006-06-01,"20:45:00",20.31,2006-06-01 20:45:00
2006-06-01,"21:00:00",20.11,2006-06-01 21:00:00
2006-06-01,"21:15:00",19.86,2006-06-01 21:15:00
2006-06-01,"21:30:00",19.74,2006-06-01 21:30:00
2006-06-01,"21:45:00",19.37,2006-06-01 21:45:00
2006-06-01,"22:00:00",18.76,2006-06-01 22:00:00
2006-06-01,"22:15:00",18.46,2006-06-01 22:15:00
2006-06-01,"22:30:00",18.37,2006-06-01 22:30:00
2006-06-01,"22:45:00",17.94,2006-06-01 22:45:00
2006-06-01,"23:00:00",17.7,2006-06-01 23:00:00
2006-06-01,"23:15:00",17.48,2006-06-01 23:15:00
2006-06-01,"23:30:00",17.39,2006-06-01 23:30:00
2006-06-01,"23:45:00",17.2,2006-06-01 23:45:00
2006-06-01,"24:00:00",17.1,2006-06-02 00:00:00
2006-06-02,"00:15:00",16.91,2006-06-02 00:15:00
2006-06-02,"00:30:00",16.82,2006-06-02 00:30:00
2006-06-02,"00:45:00",16.8,2006-06-02 00:45:00
2006-06-02,"01:00:00",16.67,2006-06-02 01:00:00
2006-06-02,"01:15:00",16.48,2006-06-02 01:15:00
2006-06-02,"01:30:00",16.5,2006-06-02 01:30:00
2006-06-02,"01:45:00",16.57,2006-06-02 01:45:00
2006-06-02,"02:00:00",16.4,2006-06-02 02:00:00
2006-06-02,"02:15:00",16.19,2006-06-02 02:15:00
2006-06-02,"02:30:00",16.03,2006-06-02 02:30:00
2006-06-02,"02:45:00",16.16,2006-06-02 02:45:00
2006-06-02,"03:00:00",16.09,2006-06-02 03:00:00
2006-06-02,"03:15:00",16.01,2006-06-02 03:15:00
2006-06-02,"03:30:00",16,2006-06-02 03:30:00
2006-06-02,"03:45:00",15.86,2006-06-02 03:45:00
2006-06-02,"04:00:00",16.01,2006-06-02 04:00:00
2006-06-02,"04:15:00",15.97,2006-06-02 04:15:00
2006-06-02,"04:30:00",15.93,2006-06-02 04:30:00
2006-06-02,"04:45:00",15.81,2006-06-02 04:45:00
2006-06-02,"05:00:00",15.7,2006-06-02 05:00:00
2006-06-02,"05:15:00",15.67,2006-06-02 05:15:00
2006-06-02,"05:30:00",15.69,2006-06-02 05:30:00
2006-06-02,"05:45:00",15.72,2006-06-02 05:45:00
2006-06-02,"06:00:00",15.84,2006-06-02 06:00:00
2006-06-02,"06:15:00",16.05,2006-06-02 06:15:00
2006-06-02,"06:30:00",16.06,2006-06-02 06:30:00
2006-06-02,"06:45:00",16.23,2006-06-02 06:45:00
2006-06-02,"07:00:00",16.51,2006-06-02 07:00:00
2006-06-02,"07:15:00",16.6,2006-06-02 07:15:00
2006-06-02,"07:30:00",16.86,2006-06-02 07:30:00
2006-06-02,"07:45:00",17.15,2006-06-02 07:45:00
2006-06-02,"08:00:00",17.45,2006-06-02 08:00:00
2006-06-02,"08:15:00",17.99,2006-06-02 08:15:00
2006-06-02,"08:30:00",18.63,2006-06-02 08:30:00
2006-06-02,"08:45:00",19.07,2006-06-02 08:45:00
2006-06-02,"09:00:00",19.76,2006-06-02 09:00:00
2006-06-02,"09:15:00",20.13,2006-06-02 09:15:00
2006-06-02,"09:30:00",20.27,2006-06-02 09:30:00
2006-06-02,"09:45:00",20.27,2006-06-02 09:45:00
2006-06-02,"10:00:00",20.44,2006-06-02 10:00:00
2006-06-02,"10:15:00",20.71,2006-06-02 10:15:00
2006-06-02,"10:30:00",20.82,2006-06-02 10:30:00
2006-06-02,"10:45:00",21.26,2006-06-02 10:45:00
2006-06-02,"11:00:00",21.44,2006-06-02 11:00:00
2006-06-02,"11:15:00",21.53,2006-06-02 11:15:00
2006-06-02,"11:30:00",21.76,2006-06-02 11:30:00
2006-06-02,"11:45:00",21.67,2006-06-02 11:45:00
2006-06-02,"12:00:00",22.11,2006-06-02 12:00:00
2006-06-02,"12:15:00",21.92,2006-06-02 12:15:00
2006-06-02,"12:30:00",22.09,2006-06-02 12:30:00
2006-06-02,"12:45:00",22.27,2006-06-02 12:45:00
2006-06-02,"13:00:00",22.51,2006-06-02 13:00:00
2006-06-02,"13:15:00",22.89,2006-06-02 13:15:00
2006-06-02,"13:30:00",22.35,2006-06-02 13:30:00
2006-06-02,"13:45:00",21.99,2006-06-02 13:45:00
2006-06-02,"14:00:00",21.95,2006-06-02 14:00:00
2006-06-02,"14:15:00",21.86,2006-06-02 14:15:00
2006-06-02,"14:30:00",21.91,2006-06-02 14:30:00
2006-06-02,"14:45:00",22,2006-06-02 14:45:00
2006-06-02,"15:00:00",21.97,2006-06-02 15:00:00
2006-06-02,"15:15:00",22.14,2006-06-02 15:15:00
2006-06-02,"15:30:00",22.12,2006-06-02 15:30:00
2006-06-02,"15:45:00",22.07,2006-06-02 15:45:00
2006-06-02,"16:00:00",21.95,2006-06-02 16:00:00
2006-06-02,"16:15:00",21.84,2006-06-02 16:15:00
2006-06-02,"16:30:00",21.87,2006-06-02 16:30:00
2006-06-02,"16:45:00",21.79,2006-06-02 16:45:00
2006-06-02,"17:00:00",21.71,2006-06-02 17:00:00
2006-06-02,"17:15:00",21.68,2006-06-02 17:15:00
2006-06-02,"17:30:00",21.65,2006-06-02 17:30:00
2006-06-02,"17:45:00",21.6,2006-06-02 17:45:00
2006-06-02,"18:00:00",21.33,2006-06-02 18:00:00
2006-06-02,"18:15:00",20.62,2006-06-02 18:15:00
2006-06-02,"18:30:00",20.38,2006-06-02 18:30:00
2006-06-02,"18:45:00",20.27,2006-06-02 18:45:00
2006-06-02,"19:00:00",20.26,2006-06-02 19:00:00
2006-06-02,"19:15:00",20.25,2006-06-02 19:15:00
2006-06-02,"19:30:00",19.83,2006-06-02 19:30:00
2006-06-02,"19:45:00",19.89,2006-06-02 19:45:00
2006-06-02,"20:00:00",19.79,2006-06-02 20:00:00
2006-06-02,"20:15:00",19.25,2006-06-02 20:15:00
2006-06-02,"20:30:00",18.66,2006-06-02 20:30:00
2006-06-02,"20:45:00",18.55,2006-06-02 20:45:00
2006-06-02,"21:00:00",18.61,2006-06-02 21:00:00
2006-06-02,"21:15:00",18.53,2006-06-02 21:15:00
2006-06-02,"21:30:00",18.07,2006-06-02 21:30:00
2006-06-02,"21:45:00",18.06,2006-06-02 21:45:00
2006-06-02,"22:00:00",16.26,2006-06-02 22:00:00
2006-06-02,"22:15:00",15.32,2006-06-02 22:15:00
2006-06-02,"22:30:00",15.02,2006-06-02 22:30:00
2006-06-02,"22:45:00",15.02,2006-06-02 22:45:00
2006-06-02,"23:00:00",15.44,2006-06-02 23:00:00
2006-06-02,"23:15:00",15.38,2006-06-02 23:15:00
2006-06-02,"23:30:00",15.33,2006-06-02 23:30:00
2006-06-02,"23:45:00",15.29,2006-06-02 23:45:00
2006-06-02,"24:00:00",15.17,2006-06-03 00:00:00
2006-06-03,"00:15:00",15.08,2006-06-03 00:15:00
2006-06-03,"00:30:00",14.97,2006-06-03 00:30:00
2006-06-03,"00:45:00",14.8,2006-06-03 00:45:00
2006-06-03,"01:00:00",14.78,2006-06-03 01:00:00
2006-06-03,"01:15:00",14.75,2006-06-03 01:15:00
2006-06-03,"01:30:00",14.64,2006-06-03 01:30:00
2006-06-03,"01:45:00",14.51,2006-06-03 01:45:00
2006-06-03,"02:00:00",14.38,2006-06-03 02:00:00
2006-06-03,"02:15:00",14.44,2006-06-03 02:15:00
2006-06-03,"02:30:00",14.43,2006-06-03 02:30:00
2006-06-03,"02:45:00",14.29,2006-06-03 02:45:00
2006-06-03,"03:00:00",14.24,2006-06-03 03:00:00
2006-06-03,"03:15:00",14.28,2006-06-03 03:15:00
2006-06-03,"03:30:00",14.21,2006-06-03 03:30:00
2006-06-03,"03:45:00",14.21,2006-06-03 03:45:00
2006-06-03,"04:00:00",14.22,2006-06-03 04:00:00
2006-06-03,"04:15:00",14.19,2006-06-03 04:15:00
2006-06-03,"04:30:00",14.14,2006-06-03 04:30:00
2006-06-03,"04:45:00",14.04,2006-06-03 04:45:00
2006-06-03,"05:00:00",14.04,2006-06-03 05:00:00
2006-06-03,"05:15:00",14.07,2006-06-03 05:15:00
2006-06-03,"05:30:00",14.16,2006-06-03 05:30:00
2006-06-03,"05:45:00",14.23,2006-06-03 05:45:00
2006-06-03,"06:00:00",14.42,2006-06-03 06:00:00
2006-06-03,"06:15:00",14.7,2006-06-03 06:15:00
2006-06-03,"06:30:00",14.91,2006-06-03 06:30:00
2006-06-03,"06:45:00",15.11,2006-06-03 06:45:00
2006-06-03,"07:00:00",15.28,2006-06-03 07:00:00
2006-06-03,"07:15:00",15.59,2006-06-03 07:15:00
2006-06-03,"07:30:00",15.92,2006-06-03 07:30:00
2006-06-03,"07:45:00",16.07,2006-06-03 07:45:00
2006-06-03,"08:00:00",16.63,2006-06-03 08:00:00
2006-06-03,"08:15:00",17.4,2006-06-03 08:15:00
2006-06-03,"08:30:00",17.27,2006-06-03 08:30:00
2006-06-03,"08:45:00",17.22,2006-06-03 08:45:00
2006-06-03,"09:00:00",17.68,2006-06-03 09:00:00
2006-06-03,"09:15:00",17.88,2006-06-03 09:15:00
2006-06-03,"09:30:00",18.63,2006-06-03 09:30:00
2006-06-03,"09:45:00",18.95,2006-06-03 09:45:00
2006-06-03,"10:00:00",19.51,2006-06-03 10:00:00
2006-06-03,"10:15:00",19.63,2006-06-03 10:15:00
2006-06-03,"10:30:00",19.7,2006-06-03 10:30:00
2006-06-03,"10:45:00",19.55,2006-06-03 10:45:00
2006-06-03,"11:00:00",19.99,2006-06-03 11:00:00
2006-06-03,"11:15:00",20.6,2006-06-03 11:15:00
2006-06-03,"11:30:00",20.66,2006-06-03 11:30:00
2006-06-03,"11:45:00",20.13,2006-06-03 11:45:00
2006-06-03,"12:00:00",19.51,2006-06-03 12:00:00
2006-06-03,"12:15:00",19.06,2006-06-03 12:15:00
2006-06-03,"12:30:00",18.21,2006-06-03 12:30:00
2006-06-03,"12:45:00",17.88,2006-06-03 12:45:00
2006-06-03,"13:00:00",18.01,2006-06-03 13:00:00
2006-06-03,"13:15:00",17.83,2006-06-03 13:15:00
2006-06-03,"13:30:00",17.62,2006-06-03 13:30:00
2006-06-03,"13:45:00",17.73,2006-06-03 13:45:00
2006-06-03,"14:00:00",17.81,2006-06-03 14:00:00
2006-06-03,"14:15:00",18.07,2006-06-03 14:15:00
2006-06-03,"14:30:00",18.03,2006-06-03 14:30:00
2006-06-03,"14:45:00",18.08,2006-06-03 14:45:00
2006-06-03,"15:00:00",18.23,2006-06-03 15:00:00
2006-06-03,"15:15:00",18.36,2006-06-03 15:15:00
2006-06-03,"15:30:00",18.07,2006-06-03 15:30:00
2006-06-03,"15:45:00",18.24,2006-06-03 15:45:00
2006-06-03,"16:00:00",18.16,2006-06-03 16:00:00
2006-06-03,"16:15:00",18.07,2006-06-03 16:15:00
2006-06-03,"16:30:00",17.87,2006-06-03 16:30:00
2006-06-03,"16:45:00",17.55,2006-06-03 16:45:00
2006-06-03,"17:00:00",17.24,2006-06-03 17:00:00
2006-06-03,"17:15:00",17.12,2006-06-03 17:15:00
2006-06-03,"17:30:00",16.42,2006-06-03 17:30:00
2006-06-03,"17:45:00",15.81,2006-06-03 17:45:00
2006-06-03,"18:00:00",15.02,2006-06-03 18:00:00
2006-06-03,"18:15:00",14.69,2006-06-03 18:15:00
2006-06-03,"18:30:00",14.44,2006-06-03 18:30:00
2006-06-03,"18:45:00",14.22,2006-06-03 18:45:00
2006-06-03,"19:00:00",14.01,2006-06-03 19:00:00
2006-06-03,"19:15:00",13.88,2006-06-03 19:15:00
2006-06-03,"19:30:00",13.77,2006-06-03 19:30:00
2006-06-03,"19:45:00",13.72,2006-06-03 19:45:00
2006-06-03,"20:00:00",13.67,2006-06-03 20:00:00
2006-06-03,"20:15:00",13.61,2006-06-03 20:15:00
2006-06-03,"20:30:00",13.61,2006-06-03 20:30:00
2006-06-03,"20:45:00",13.67,2006-06-03 20:45:00
2006-06-03,"21:00:00",13.71,2006-06-03 21:00:00
2006-06-03,"21:15:00",13.75,2006-06-03 21:15:00
2006-06-03,"21:30:00",13.62,2006-06-03 21:30:00
2006-06-03,"21:45:00",13.5,2006-06-03 21:45:00
2006-06-03,"22:00:00",13.48,2006-06-03 22:00:00
2006-06-03,"22:15:00",13.51,2006-06-03 22:15:00
2006-06-03,"22:30:00",13.48,2006-06-03 22:30:00
2006-06-03,"22:45:00",13.39,2006-06-03 22:45:00
2006-06-03,"23:00:00",13.35,2006-06-03 23:00:00
2006-06-03,"23:15:00",13.3,2006-06-03 23:15:00
2006-06-03,"23:30:00",13.27,2006-06-03 23:30:00
2006-06-03,"23:45:00",13.27,2006-06-03 23:45:00
2006-06-03,"24:00:00",13.27,2006-06-04 00:00:00
2006-06-04,"00:15:00",13.24,2006-06-04 00:15:00
2006-06-04,"00:30:00",13.21,2006-06-04 00:30:00
2006-06-04,"00:45:00",13.21,2006-06-04 00:45:00
2006-06-04,"01:00:00",13.13,2006-06-04 01:00:00
2006-06-04,"01:15:00",13.12,2006-06-04 01:15:00
2006-06-04,"01:30:00",13.06,2006-06-04 01:30:00
2006-06-04,"01:45:00",12.97,2006-06-04 01:45:00
2006-06-04,"02:00:00",12.91,2006-06-04 02:00:00
2006-06-04,"02:15:00",12.87,2006-06-04 02:15:00
2006-06-04,"02:30:00",12.9,2006-06-04 02:30:00
2006-06-04,"02:45:00",12.94,2006-06-04 02:45:00
2006-06-04,"03:00:00",13,2006-06-04 03:00:00
2006-06-04,"03:15:00",13.03,2006-06-04 03:15:00
2006-06-04,"03:30:00",13.07,2006-06-04 03:30:00
2006-06-04,"03:45:00",13.01,2006-06-04 03:45:00
2006-06-04,"04:00:00",12.93,2006-06-04 04:00:00
2006-06-04,"04:15:00",12.9,2006-06-04 04:15:00
2006-06-04,"04:30:00",12.95,2006-06-04 04:30:00
2006-06-04,"04:45:00",12.94,2006-06-04 04:45:00
2006-06-04,"05:00:00",12.98,2006-06-04 05:00:00
2006-06-04,"05:15:00",13.12,2006-06-04 05:15:00
2006-06-04,"05:30:00",13.23,2006-06-04 05:30:00
2006-06-04,"05:45:00",13.37,2006-06-04 05:45:00
2006-06-04,"06:00:00",13.56,2006-06-04 06:00:00
2006-06-04,"06:15:00",13.96,2006-06-04 06:15:00
2006-06-04,"06:30:00",14.23,2006-06-04 06:30:00
2006-06-04,"06:45:00",14.4,2006-06-04 06:45:00
2006-06-04,"07:00:00",14.72,2006-06-04 07:00:00
2006-06-04,"07:15:00",15.14,2006-06-04 07:15:00
2006-06-04,"07:30:00",15.7,2006-06-04 07:30:00
2006-06-04,"07:45:00",15.92,2006-06-04 07:45:00
2006-06-04,"08:00:00",16.46,2006-06-04 08:00:00
2006-06-04,"08:15:00",15.81,2006-06-04 08:15:00
2006-06-04,"08:30:00",15.94,2006-06-04 08:30:00
2006-06-04,"08:45:00",15.93,2006-06-04 08:45:00
2006-06-04,"09:00:00",16.39,2006-06-04 09:00:00
2006-06-04,"09:15:00",16.55,2006-06-04 09:15:00
2006-06-04,"09:30:00",16.67,2006-06-04 09:30:00
2006-06-04,"09:45:00",16.62,2006-06-04 09:45:00
2006-06-04,"10:00:00",16.58,2006-06-04 10:00:00
2006-06-04,"10:15:00",16.86,2006-06-04 10:15:00
2006-06-04,"10:30:00",17.37,2006-06-04 10:30:00
2006-06-04,"10:45:00",17.19,2006-06-04 10:45:00
2006-06-04,"11:00:00",17.41,2006-06-04 11:00:00
2006-06-04,"11:15:00",17.6,2006-06-04 11:15:00
2006-06-04,"11:30:00",18.09,2006-06-04 11:30:00
2006-06-04,"11:45:00",18.35,2006-06-04 11:45:00
2006-06-04,"12:00:00",18.75,2006-06-04 12:00:00
2006-06-04,"12:15:00",18.9,2006-06-04 12:15:00
2006-06-04,"12:30:00",19.47,2006-06-04 12:30:00
2006-06-04,"12:45:00",19.51,2006-06-04 12:45:00
2006-06-04,"13:00:00",19.79,2006-06-04 13:00:00
2006-06-04,"13:15:00",19.6,2006-06-04 13:15:00
2006-06-04,"13:30:00",19.63,2006-06-04 13:30:00
2006-06-04,"13:45:00",19.88,2006-06-04 13:45:00
2006-06-04,"14:00:00",20.26,2006-06-04 14:00:00
2006-06-04,"14:15:00",20.77,2006-06-04 14:15:00
2006-06-04,"14:30:00",20.78,2006-06-04 14:30:00
2006-06-04,"14:45:00",20.55,2006-06-04 14:45:00
2006-06-04,"15:00:00",20.73,2006-06-04 15:00:00
2006-06-04,"15:15:00",20.98,2006-06-04 15:15:00
2006-06-04,"15:30:00",21.14,2006-06-04 15:30:00
2006-06-04,"15:45:00",21.21,2006-06-04 15:45:00
2006-06-04,"16:00:00",20.96,2006-06-04 16:00:00
2006-06-04,"16:15:00",21.09,2006-06-04 16:15:00
2006-06-04,"16:30:00",20.87,2006-06-04 16:30:00
2006-06-04,"16:45:00",20.99,2006-06-04 16:45:00
2006-06-04,"17:00:00",21.07,2006-06-04 17:00:00
2006-06-04,"17:15:00",20.94,2006-06-04 17:15:00
2006-06-04,"17:30:00",20.51,2006-06-04 17:30:00
2006-06-04,"17:45:00",20.59,2006-06-04 17:45:00
2006-06-04,"18:00:00",20.59,2006-06-04 18:00:00
2006-06-04,"18:15:00",20.5,2006-06-04 18:15:00
2006-06-04,"18:30:00",20.41,2006-06-04 18:30:00
2006-06-04,"18:45:00",20.29,2006-06-04 18:45:00
2006-06-04,"19:00:00",20.28,2006-06-04 19:00:00
2006-06-04,"19:15:00",20.21,2006-06-04 19:15:00
2006-06-04,"19:30:00",19.59,2006-06-04 19:30:00
2006-06-04,"19:45:00",18.75,2006-06-04 19:45:00
2006-06-04,"20:00:00",17.93,2006-06-04 20:00:00
2006-06-04,"20:15:00",17.19,2006-06-04 20:15:00
2006-06-04,"20:30:00",16.29,2006-06-04 20:30:00
2006-06-04,"20:45:00",15.73,2006-06-04 20:45:00
2006-06-04,"21:00:00",16.19,2006-06-04 21:00:00
2006-06-04,"21:15:00",16.5,2006-06-04 21:15:00
2006-06-04,"21:30:00",16.34,2006-06-04 21:30:00
2006-06-04,"21:45:00",15.84,2006-06-04 21:45:00
2006-06-04,"22:00:00",15.37,2006-06-04 22:00:00
2006-06-04,"22:15:00",14.92,2006-06-04 22:15:00
2006-06-04,"22:30:00",14.54,2006-06-04 22:30:00
2006-06-04,"22:45:00",14.12,2006-06-04 22:45:00
2006-06-04,"23:00:00",13.78,2006-06-04 23:00:00
2006-06-04,"23:15:00",13.71,2006-06-04 23:15:00
2006-06-04,"23:30:00",13.79,2006-06-04 23:30:00
2006-06-04,"23:45:00",13.76,2006-06-04 23:45:00
2006-06-04,"24:00:00",13.73,2006-06-05 00:00:00
2006-06-05,"00:15:00",13.45,2006-06-05 00:15:00
2006-06-05,"00:30:00",13.29,2006-06-05 00:30:00
2006-06-05,"00:45:00",13,2006-06-05 00:45:00
2006-06-05,"01:00:00",12.72,2006-06-05 01:00:00
2006-06-05,"01:15:00",12.92,2006-06-05 01:15:00
2006-06-05,"01:30:00",12.99,2006-06-05 01:30:00
2006-06-05,"01:45:00",12.92,2006-06-05 01:45:00
2006-06-05,"02:00:00",12.84,2006-06-05 02:00:00
2006-06-05,"02:15:00",12.75,2006-06-05 02:15:00
2006-06-05,"02:30:00",12.65,2006-06-05 02:30:00
2006-06-05,"02:45:00",12.69,2006-06-05 02:45:00
2006-06-05,"03:00:00",12.72,2006-06-05 03:00:00
2006-06-05,"03:15:00",12.71,2006-06-05 03:15:00
2006-06-05,"03:30:00",12.84,2006-06-05 03:30:00
2006-06-05,"03:45:00",12.67,2006-06-05 03:45:00
2006-06-05,"04:00:00",12.69,2006-06-05 04:00:00
2006-06-05,"04:15:00",12.48,2006-06-05 04:15:00
2006-06-05,"04:30:00",12.29,2006-06-05 04:30:00
2006-06-05,"04:45:00",11.95,2006-06-05 04:45:00
2006-06-05,"05:00:00",11.72,2006-06-05 05:00:00
2006-06-05,"05:15:00",11.66,2006-06-05 05:15:00
2006-06-05,"05:30:00",11.99,2006-06-05 05:30:00
2006-06-05,"05:45:00",12.66,2006-06-05 05:45:00
2006-06-05,"06:00:00",13.24,2006-06-05 06:00:00
2006-06-05,"06:15:00",13.96,2006-06-05 06:15:00
2006-06-05,"06:30:00",14.21,2006-06-05 06:30:00
2006-06-05,"06:45:00",14.56,2006-06-05 06:45:00
2006-06-05,"07:00:00",15.02,2006-06-05 07:00:00
2006-06-05,"07:15:00",14.77,2006-06-05 07:15:00
2006-06-05,"07:30:00",14.51,2006-06-05 07:30:00
2006-06-05,"07:45:00",15.19,2006-06-05 07:45:00
2006-06-05,"08:00:00",15.8,2006-06-05 08:00:00
2006-06-05,"08:15:00",16.89,2006-06-05 08:15:00
2006-06-05,"08:30:00",17.36,2006-06-05 08:30:00
2006-06-05,"08:45:00",17.99,2006-06-05 08:45:00
2006-06-05,"09:00:00",18.68,2006-06-05 09:00:00
2006-06-05,"09:15:00",19.63,2006-06-05 09:15:00
2006-06-05,"09:30:00",20.4,2006-06-05 09:30:00
2006-06-05,"09:45:00",21.11,2006-06-05 09:45:00
2006-06-05,"10:00:00",21.84,2006-06-05 10:00:00
2006-06-05,"10:15:00",21.99,2006-06-05 10:15:00
2006-06-05,"10:30:00",22.6,2006-06-05 10:30:00
2006-06-05,"10:45:00",22.87,2006-06-05 10:45:00
2006-06-05,"11:00:00",23.21,2006-06-05 11:00:00
2006-06-05,"11:15:00",23.05,2006-06-05 11:15:00
2006-06-05,"11:30:00",23.03,2006-06-05 11:30:00
2006-06-05,"11:45:00",22.98,2006-06-05 11:45:00
2006-06-05,"12:00:00",22.81,2006-06-05 12:00:00
2006-06-05,"12:15:00",23.25,2006-06-05 12:15:00
2006-06-05,"12:30:00",23.69,2006-06-05 12:30:00
2006-06-05,"12:45:00",23.85,2006-06-05 12:45:00
2006-06-05,"13:00:00",24.29,2006-06-05 13:00:00
2006-06-05,"13:15:00",24.62,2006-06-05 13:15:00
2006-06-05,"13:30:00",24.99,2006-06-05 13:30:00
2006-06-05,"13:45:00",25.04,2006-06-05 13:45:00
2006-06-05,"14:00:00",25.1,2006-06-05 14:00:00
2006-06-05,"14:15:00",23.97,2006-06-05 14:15:00
2006-06-05,"14:30:00",23.79,2006-06-05 14:30:00
2006-06-05,"14:45:00",23.95,2006-06-05 14:45:00
2006-06-05,"15:00:00",24.31,2006-06-05 15:00:00
2006-06-05,"15:15:00",24.19,2006-06-05 15:15:00
2006-06-05,"15:30:00",23.88,2006-06-05 15:30:00
2006-06-05,"15:45:00",23.8,2006-06-05 15:45:00
2006-06-05,"16:00:00",23.92,2006-06-05 16:00:00
2006-06-05,"16:15:00",24.1,2006-06-05 16:15:00
2006-06-05,"16:30:00",24.39,2006-06-05 16:30:00
