"year","month","week","station_name","temp"
"2012","1","1","BURLINGTON PIERS (AUT)",6.15777019159817
"2012","1","1","DELHI CS",6.25818881852254
"2012","1","1","ELORA RCS",6.27421908570648
"2012","1","1","GUELPH TURFGRASS",6.27681064456251
"2012","1","1","HAMILTON A",6.13449066275874
"2012","1","1","HAMILTON RBG CS",6.28913612322902
"2012","1","1","KITCHENER/WATERLOO",6.00409537900729
"2012","1","1","LONDON CS",6.04448000434728
"2012","1","1","LONDON INT'L AIRPORT",6.13664751776917
"2012","1","1","MOUNT FOREST (AUT)",6.28244291378181
"2012","1","1","TORONTO CITY",6.5383502687788
"2012","1","1","TORONTO CITY CENTRE",5.93808516543786
"2012","1","1","TORONTO LESTER B. PEARSON INT'L A",6.5537729900344
"2012","1","1","VINELAND STATION RCS",6.13742626355511
"2012","1","2","BURLINGTON PIERS (AUT)",4.37447585356711
"2012","1","2","DELHI CS",4.8025731804026
"2012","1","2","ELORA RCS",4.78178417784894
"2012","1","2","GUELPH TURFGRASS",4.71497347140386
"2012","1","2","HAMILTON A",4.58514866959043
"2012","1","2","HAMILTON RBG CS",4.47354722233923
"2012","1","2","KITCHENER/WATERLOO",4.54558756804344
"2012","1","2","LONDON CS",4.84533219534657
"2012","1","2","LONDON INT'L AIRPORT",4.91139247980405
"2012","1","2","MOUNT FOREST (AUT)",5.4347592298178
"2012","1","2","TORONTO CITY",5.25326286646936
"2012","1","2","TORONTO CITY CENTRE",4.92196428106521
"2012","1","2","TORONTO LESTER B. PEARSON INT'L A",5.34283865897545
"2012","1","2","VINELAND STATION RCS",4.24127843430993
"2012","1","3","BURLINGTON PIERS (AUT)",5.2978106304846
"2012","1","3","DELHI CS",6.89186775145223
"2012","1","3","ELORA RCS",5.23884560558488
"2012","1","3","GUELPH TURFGRASS",5.54377233911465
"2012","1","3","HAMILTON A",5.99595729083487
"2012","1","3","HAMILTON RBG CS",5.94420015385265
"2012","1","3","KITCHENER/WATERLOO",5.30325636629833
"2012","1","3","LONDON CS",6.21161996794526
"2012","1","3","LONDON INT'L AIRPORT",6.24042488664809
"2012","1","3","MOUNT FOREST (AUT)",5.44609058817523
"2012","1","3","TORONTO CITY",5.16018842231072
"2012","1","3","TORONTO CITY CENTRE",4.75324356861537
"2012","1","3","TORONTO LESTER B. PEARSON INT'L A",5.45324895376111
"2012","1","3","VINELAND STATION RCS",5.69197342303454
"2012","1","4","BURLINGTON PIERS (AUT)",2.46621627142921
"2012","1","4","DELHI CS",5.20480547186924
"2012","1","4","ELORA RCS",3.0761131061829
"2012","1","4","GUELPH TURFGRASS",3.47784214904686
"2012","1","4","HAMILTON A",3.02735426086124
"2012","1","4","HAMILTON RBG CS",3.03610344878046
"2012","1","4","KITCHENER/WATERLOO",3.33184592206189
"2012","1","4","LONDON CS",3.01303076033139
"2012","1","4","LONDON INT'L AIRPORT",3.0306503243778
"2012","1","4","MOUNT FOREST (AUT)",2.94946288963353
"2012","1","4","TORONTO CITY",2.15082659291528
"2012","1","4","TORONTO CITY CENTRE",1.9289111556431
"2012","1","4","TORONTO LESTER B. PEARSON INT'L A",2.46030352923074
"2012","1","4","VINELAND STATION RCS",2.81223744140863
"2012","1","5","BURLINGTON PIERS (AUT)",4.58911415210991
"2012","1","5","DELHI CS",5.09429733963531
"2012","1","5","ELORA RCS",4.13248798715813
"2012","1","5","GUELPH TURFGRASS",4.6243478582651
"2012","1","5","HAMILTON A",5.19587051353041
"2012","1","5","HAMILTON RBG CS",5.22465190040812
"2012","1","5","KITCHENER/WATERLOO",4.4084051087104
"2012","1","5","LONDON CS",4.92581507439173
"2012","1","5","LONDON INT'L AIRPORT",4.97848579527666
"2012","1","5","MOUNT FOREST (AUT)",4.21636279036431
"2012","1","5","TORONTO CITY",4.11113225896519
"2012","1","5","TORONTO CITY CENTRE",3.0340010486266
"2012","1","5","TORONTO LESTER B. PEARSON INT'L A",4.49860154761389
"2012","1","5","VINELAND STATION RCS",4.91154603244182
"2012","10","40","BURLINGTON PIERS (AUT)",3.41278931735185
"2012","10","40","DELHI CS",4.47894884722846
"2012","10","40","ELORA RCS",4.07090993419256
"2012","10","40","GUELPH TURFGRASS",4.13886364932361
"2012","10","40","HAMILTON A",4.16585050281577
"2012","10","40","HAMILTON RBG CS",4.16315259741215
"2012","10","40","KITCHENER/WATERLOO",4.27053565111857
"2012","10","40","LONDON A",4.8758275352056
"2012","10","40","LONDON CS",4.67558873838419
"2012","10","40","MOUNT FOREST (AUT)",4.1124400860728
"2012","10","40","TORONTO CITY",3.34744768187734
"2012","10","40","TORONTO CITY CENTRE",2.81009825824977
"2012","10","40","TORONTO LESTER B. PEARSON INT'L A",3.81970358660335
"2012","10","40","VINELAND STATION RCS",3.62883043446126
"2012","10","41","BURLINGTON PIERS (AUT)",2.59691861888048
"2012","10","41","DELHI CS",3.96534712566895
"2012","10","41","ELORA RCS",3.54916942094304
"2012","10","41","GUELPH TURFGRASS",3.99355978372953
"2012","10","41","HAMILTON A",3.41847989260753
"2012","10","41","HAMILTON RBG CS",4.35108410857277
"2012","10","41","KITCHENER/WATERLOO",4.05752898799894
"2012","10","41","LONDON A",3.92321243937359
"2012","10","41","LONDON CS",3.70022926408438
"2012","10","41","MOUNT FOREST (AUT)",3.27946405936716
"2012","10","41","TORONTO CITY",2.63673977716387
"2012","10","41","TORONTO CITY CENTRE",2.6804573755795
"2012","10","41","TORONTO LESTER B. PEARSON INT'L A",3.23856414022227
"2012","10","41","VINELAND STATION RCS",3.15124403449293
"2012","10","42","BURLINGTON PIERS (AUT)",4.09560904127155
"2012","10","42","DELHI CS",4.32318984398826
"2012","10","42","ELORA RCS",4.24826831893762
"2012","10","42","GUELPH TURFGRASS",4.37075142323966
"2012","10","42","HAMILTON A",4.23795190075207
"2012","10","42","HAMILTON RBG CS",4.76583914029881
"2012","10","42","KITCHENER/WATERLOO",4.42445037871509
"2012","10","42","LONDON A",4.14491299794055
"2012","10","42","LONDON CS",4.01038754763561
"2012","10","42","MOUNT FOREST (AUT)",4.26240792835061
"2012","10","42","TORONTO CITY",3.14916549972148
"2012","10","42","TORONTO CITY CENTRE",2.29602381081723
"2012","10","42","TORONTO LESTER B. PEARSON INT'L A",3.86133689992088
"2012","10","42","VINELAND STATION RCS",4.46033379824922
"2012","10","43","BURLINGTON PIERS (AUT)",2.71545230284212
"2012","10","43","DELHI CS",4.88658883587574
"2012","10","43","ELORA RCS",4.0785548117836
"2012","10","43","GUELPH TURFGRASS",4.51694398962592
"2012","10","43","HAMILTON A",4.34688942533352
"2012","10","43","HAMILTON RBG CS",3.35950999183356
"2012","10","43","KITCHENER/WATERLOO",4.57508653571041
"2012","10","43","LONDON A",4.78351677328237
"2012","10","43","LONDON CS",4.71195492839435
"2012","10","43","MOUNT FOREST (AUT)",4.48594131112085
"2012","10","43","TORONTO CITY",3.05970434916606
"2012","10","43","TORONTO CITY CENTRE",2.3689982019311
"2012","10","43","TORONTO LESTER B. PEARSON INT'L A",3.28799298161703
"2012","10","43","VINELAND STATION RCS",3.16201232248918
"2012","10","44","BURLINGTON PIERS (AUT)",1.91022066328897
"2012","10","44","DELHI CS",2.09698927872503
"2012","10","44","ELORA RCS",2.08343061176395
"2012","10","44","GUELPH TURFGRASS",2.02718368289865
"2012","10","44","HAMILTON A",1.98492979017642
"2012","10","44","HAMILTON RBG CS",1.97249508037543
"2012","10","44","KITCHENER/WATERLOO",2.16718322115023
"2012","10","44","LONDON A",1.89629626632424
"2012","10","44","LONDON CS",1.84691302429168
"2012","10","44","MOUNT FOREST (AUT)",1.87975280334755
"2012","10","44","TORONTO CITY",2.12515014949409
"2012","10","44","TORONTO CITY CENTRE",2.06731853400791
"2012","10","44","TORONTO LESTER B. PEARSON INT'L A",2.31108289913336
"2012","10","44","VINELAND STATION RCS",1.68443727914352
"2012","11","44","BURLINGTON PIERS (AUT)",1.48956464005474
"2012","11","44","DELHI CS",1.77217616857269
"2012","11","44","ELORA RCS",1.4730913222942
"2012","11","44","GUELPH TURFGRASS",1.50878426844301
"2012","11","44","HAMILTON A",1.60442219475727
"2012","11","44","HAMILTON RBG CS",1.68500941504149
"2012","11","44","KITCHENER/WATERLOO",1.67358598900618
"2012","11","44","LONDON A",1.8296463138549
"2012","11","44","LONDON CS",1.83454025573759
"2012","11","44","MOUNT FOREST (AUT)",1.3863068330524
"2012","11","44","TORONTO CITY",1.55637351342858
"2012","11","44","TORONTO CITY CENTRE",1.50993514665526
"2012","11","44","TORONTO LESTER B. PEARSON INT'L A",1.58624701023037
"2012","11","44","VINELAND STATION RCS",1.07447170117212
"2012","11","45","BURLINGTON PIERS (AUT)",2.49296701074862
"2012","11","45","DELHI CS",3.52431327764806
"2012","11","45","ELORA RCS",2.95534776474908
"2012","11","45","GUELPH TURFGRASS",3.63889011145264
"2012","11","45","HAMILTON A",3.13663193026889
"2012","11","45","HAMILTON RBG CS",3.25715614507617
"2012","11","45","KITCHENER/WATERLOO",3.42095999952868
"2012","11","45","LONDON A",3.55398059739833
"2012","11","45","LONDON CS",3.37851275651953
"2012","11","45","MOUNT FOREST (AUT)",3.23598109364647
"2012","11","45","TORONTO CITY",2.89073763209308
"2012","11","45","TORONTO CITY CENTRE",2.66346786172209
"2012","11","45","TORONTO LESTER B. PEARSON INT'L A",3.22994878402421
"2012","11","45","VINELAND STATION RCS",2.64078013159942
"2012","11","46","BURLINGTON PIERS (AUT)",5.11258444881078
"2012","11","46","DELHI CS",6.5703031831803
"2012","11","46","ELORA RCS",5.47001439923165
"2012","11","46","GUELPH TURFGRASS",6.19778927997228
"2012","11","46","HAMILTON A",5.83158645828439
"2012","11","46","HAMILTON RBG CS",6.12123583001699
"2012","11","46","KITCHENER/WATERLOO",6.01377264006745
"2012","11","46","LONDON A",6.06446241231121
"2012","11","46","LONDON CS",5.97064664243087
"2012","11","46","MOUNT FOREST (AUT)",5.79930747047906
"2012","11","46","TORONTO CITY",4.40179927957117
"2012","11","46","TORONTO CITY CENTRE",3.64844314305717
"2012","11","46","TORONTO LESTER B. PEARSON INT'L A",5.10114240491155
"2012","11","46","VINELAND STATION RCS",6.06427599956635
"2012","11","47","BURLINGTON PIERS (AUT)",3.47750357019166
"2012","11","47","DELHI CS",5.08458591942902
"2012","11","47","ELORA RCS",4.2127544061269
"2012","11","47","GUELPH TURFGRASS",4.5596806025241
"2012","11","47","HAMILTON A",4.09055219566614
"2012","11","47","HAMILTON RBG CS",4.24263648654941
"2012","11","47","KITCHENER/WATERLOO",4.51740520003637
"2012","11","47","LONDON A",4.45116309133884
"2012","11","47","LONDON CS",4.36606887087567
"2012","11","47","MOUNT FOREST (AUT)",4.69989962060877
"2012","11","47","TORONTO CITY",3.18786170001465
"2012","11","47","TORONTO CITY CENTRE",2.85620095145754
"2012","11","47","TORONTO LESTER B. PEARSON INT'L A",3.84194133989522
"2012","11","47","VINELAND STATION RCS",4.12604170254813
"2012","11","48","BURLINGTON PIERS (AUT)",1.7834166592737
"2012","11","48","DELHI CS",2.0008505136011
"2012","11","48","ELORA RCS",2.01724776828816
"2012","11","48","GUELPH TURFGRASS",2.2898338718866
"2012","11","48","HAMILTON A",2.08092626301008
"2012","11","48","HAMILTON RBG CS",2.34307231202173
"2012","11","48","KITCHENER/WATERLOO",2.21613949950681
"2012","11","48","LONDON A",2.02106320635241
"2012","11","48","LONDON CS",2.04632361314735
"2012","11","48","MOUNT FOREST (AUT)",1.85555034255913
"2012","11","48","TORONTO CITY",2.45110657977646
"2012","11","48","TORONTO CITY CENTRE",2.34355693973053
"2012","11","48","TORONTO LESTER B. PEARSON INT'L A",2.53070307265749
"2012","11","48","VINELAND STATION RCS",2.28349539179548
"2012","12","48","BURLINGTON PIERS (AUT)",2.12725157782579
"2012","12","48","DELHI CS",2.19014591532957
"2012","12","48","ELORA RCS",2.45468717567734
"2012","12","48","GUELPH TURFGRASS",2.78856035268733
"2012","12","48","HAMILTON A",1.67017746171573
"2012","12","48","HAMILTON RBG CS",2.25266347988846
"2012","12","48","KITCHENER/WATERLOO",2.54489756634494
"2012","12","48","LONDON A",2.77879848396618
"2012","12","48","LONDON CS",2.82996069517438
"2012","12","48","MOUNT FOREST (AUT)",3.27545770670387
"2012","12","48","TORONTO CITY",2.83655933140481
"2012","12","48","TORONTO CITY CENTRE",2.70996216348794
"2012","12","48","TORONTO LESTER B. PEARSON INT'L A",2.90769842743836
"2012","12","48","VINELAND STATION RCS",1.58209524438917
"2012","12","49","BURLINGTON PIERS (AUT)",4.31697054350735
"2012","12","49","DELHI CS",5.61962246298682
"2012","12","49","ELORA RCS",5.05378228211349
"2012","12","49","GUELPH TURFGRASS",5.2212894482026
"2012","12","49","HAMILTON A",5.20459906620838
"2012","12","49","HAMILTON RBG CS",5.35265068286387
"2012","12","49","KITCHENER/WATERLOO",5.3069676768465
"2012","12","49","LONDON A",5.27106355391511
"2012","12","49","LONDON CS",5.0996853534611
"2012","12","49","MOUNT FOREST (AUT)",5.13236010617738
"2012","12","49","TORONTO CITY",4.16224407432407
"2012","12","49","TORONTO CITY CENTRE",3.43644837543368
"2012","12","49","TORONTO LESTER B. PEARSON INT'L A",4.69978006996248
"2012","12","49","VINELAND STATION RCS",4.93469875292808
"2012","12","50","BURLINGTON PIERS (AUT)",2.16680736969385
"2012","12","50","DELHI CS",2.56485076389176
"2012","12","50","ELORA RCS",2.13295851983434
"2012","12","50","GUELPH TURFGRASS",2.68433951703479
"2012","12","50","HAMILTON A",2.39870194675575
"2012","12","50","HAMILTON RBG CS",2.75489532403037
"2012","12","50","KITCHENER/WATERLOO",2.52001181798858
"2012","12","50","LONDON A",2.31355514849975
"2012","12","50","LONDON CS",2.26550325314707
"2012","12","50","MOUNT FOREST (AUT)",2.3075136690306
"2012","12","50","TORONTO CITY",2.64697258353733
"2012","12","50","TORONTO CITY CENTRE",2.55433120261419
"2012","12","50","TORONTO LESTER B. PEARSON INT'L A",2.80275334096252
"2012","12","50","VINELAND STATION RCS",2.49629658685783
"2012","12","51","BURLINGTON PIERS (AUT)",2.35784882844605
"2012","12","51","DELHI CS",3.4997029793722
"2012","12","51","ELORA RCS",2.84074495554602
"2012","12","51","GUELPH TURFGRASS",3.19575739704175
"2012","12","51","HAMILTON A",3.18977241299946
"2012","12","51","HAMILTON RBG CS",2.84123648267774
"2012","12","51","KITCHENER/WATERLOO",3.23826955650064
"2012","12","51","LONDON A",3.30701012087194
"2012","12","51","LONDON CS",3.26072882006173
"2012","12","51","MOUNT FOREST (AUT)",2.91147542008455
"2012","12","51","TORONTO CITY",2.97462575315984
"2012","12","51","TORONTO CITY CENTRE",2.4939968815975
"2012","12","51","TORONTO LESTER B. PEARSON INT'L A",2.81373342880651
"2012","12","51","VINELAND STATION RCS",3.31622180259782
"2012","12","52","BURLINGTON PIERS (AUT)",1.96498788907914
"2012","12","52","DELHI CS",1.88844344213965
"2012","12","52","ELORA RCS",1.81213317183075
"2012","12","52","GUELPH TURFGRASS",2.1176030284867
"2012","12","52","HAMILTON A",1.93639499279998
"2012","12","52","HAMILTON RBG CS",2.13733354487886
"2012","12","52","KITCHENER/WATERLOO",2.12717524822028
"2012","12","52","LONDON A",1.55070545587887
"2012","12","52","LONDON CS",1.56371100775318
"2012","12","52","MOUNT FOREST (AUT)",1.73787994104259
"2012","12","52","TORONTO CITY",2.3479892537628
"2012","12","52","TORONTO CITY CENTRE",2.23948536761937
"2012","12","52","TORONTO LESTER B. PEARSON INT'L A",2.25962811828908
"2012","12","52","VINELAND STATION RCS",1.73514705863339
"2012","12","53","BURLINGTON PIERS (AUT)",2.25637002146343
"2012","12","53","DELHI CS",2.2928572020377
"2012","12","53","ELORA RCS",2.21808232137519
"2012","12","53","GUELPH TURFGRASS",2.36966272250709
"2012","12","53","HAMILTON A",2.72597744198011
"2012","12","53","HAMILTON RBG CS",2.78813897997055
"2012","12","53","KITCHENER/WATERLOO",2.29785592324054
"2012","12","53","LONDON A",2.03419427439366
"2012","12","53","LONDON CS",2.03155514620124
"2012","12","53","MOUNT FOREST (AUT)",2.50051058615823
"2012","12","53","TORONTO CITY",2.43284265916547
"2012","12","53","TORONTO CITY CENTRE",2.38630474889733
"2012","12","53","TORONTO LESTER B. PEARSON INT'L A",2.37656163664357
"2012","12","53","VINELAND STATION RCS",2.15860064337724
"2012","2","5","BURLINGTON PIERS (AUT)",2.53562684730461
"2012","2","5","DELHI CS",2.881595124724
"2012","2","5","ELORA RCS",2.19857584486277
"2012","2","5","GUELPH TURFGRASS",2.88014299718096
"2012","2","5","HAMILTON A",2.84946115807487
"2012","2","5","HAMILTON RBG CS",3.18331157565817
"2012","2","5","KITCHENER/WATERLOO",2.67380978604123
"2012","2","5","LONDON CS",2.91203774285112
"2012","2","5","LONDON INT'L AIRPORT",2.90959374236577
"2012","2","5","MOUNT FOREST (AUT)",2.09796240956072
"2012","2","5","TORONTO CITY",2.93040249316196
"2012","2","5","TORONTO CITY CENTRE",2.19114821097436
"2012","2","5","TORONTO LESTER B. PEARSON INT'L A",2.92830990564673
"2012","2","5","VINELAND STATION RCS",2.9826690552226
"2012","2","6","BURLINGTON PIERS (AUT)",4.072860749162
"2012","2","6","DELHI CS",3.82544252999936
"2012","2","6","ELORA RCS",4.1681231130023
"2012","2","6","GUELPH TURFGRASS",4.40914067104757
"2012","2","6","HAMILTON A",3.87773518982026
"2012","2","6","HAMILTON RBG CS",4.46701048868441
"2012","2","6","KITCHENER/WATERLOO",4.14351864870065
"2012","2","6","LONDON CS",4.02646559027897
"2012","2","6","LONDON INT'L AIRPORT",4.02743938940834
"2012","2","6","MOUNT FOREST (AUT)",4.35434844387621
"2012","2","6","SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION",3.99467707018731
"2012","2","6","TORONTO CITY",4.47956449616232
"2012","2","6","TORONTO CITY CENTRE",4.16064390778667
"2012","2","6","TORONTO LESTER B. PEARSON INT'L A",4.65196466401496
"2012","2","6","VINELAND STATION RCS",3.48099549359969
"2012","2","7","BURLINGTON PIERS (AUT)",2.80038485429999
"2012","2","7","DELHI CS",3.28846564117187
"2012","2","7","ELORA RCS",2.68110480900382
"2012","2","7","GUELPH TURFGRASS",2.76859906628765
"2012","2","7","HAMILTON A",3.23001936980914
"2012","2","7","HAMILTON RBG CS",3.16964299670277
"2012","2","7","KITCHENER/WATERLOO",2.67411527438756
"2012","2","7","LONDON CS",3.1544094605437
"2012","2","7","LONDON INT'L AIRPORT",3.19622563087044
"2012","2","7","MOUNT FOREST (AUT)",2.55039427893883
"2012","2","7","SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION",2.98968071227255
"2012","2","7","TORONTO CITY",3.05035576650538
"2012","2","7","TORONTO CITY CENTRE",2.78919434166269
"2012","2","7","TORONTO LESTER B. PEARSON INT'L A",3.12798747989271
"2012","2","7","VINELAND STATION RCS",3.19237439489167
"2012","2","8","BURLINGTON PIERS (AUT)",2.6810479759258
"2012","2","8","DELHI CS",3.08678922996272
"2012","2","8","ELORA RCS",3.98769023857629
"2012","2","8","GUELPH TURFGRASS",4.13534387125925
"2012","2","8","HAMILTON A",3.18808133171658
"2012","2","8","HAMILTON RBG CS",3.51459739559894
"2012","2","8","KITCHENER/WATERLOO",3.46849681146837
"2012","2","8","LONDON CS",3.3289467144346
"2012","2","8","LONDON INT'L AIRPORT",3.35381625553717
"2012","2","8","MOUNT FOREST (AUT)",4.06502285617372
"2012","2","8","SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION",2.81455619004244
"2012","2","8","TORONTO CITY",3.03437105256274
"2012","2","8","TORONTO CITY CENTRE",2.85630920464912
"2012","2","8","TORONTO LESTER B. PEARSON INT'L A",3.23542177958553
"2012","2","8","VINELAND STATION RCS",2.58104387727828
"2012","2","9","BURLINGTON PIERS (AUT)",2.27456473568947
"2012","2","9","DELHI CS",2.26689272608541
"2012","2","9","ELORA RCS",2.3281760046809
"2012","2","9","GUELPH TURFGRASS",2.62291500320447
"2012","2","9","HAMILTON A",2.45830630248139
"2012","2","9","HAMILTON RBG CS",2.78126229545873
"2012","2","9","KITCHENER/WATERLOO",2.86302942702306
"2012","2","9","LONDON CS",2.31789354424575
"2012","2","9","LONDON INT'L AIRPORT",2.34491026836139
"2012","2","9","MOUNT FOREST (AUT)",2.28668821277763
"2012","2","9","SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION",2.39302990062037
"2012","2","9","TORONTO CITY",2.70815208570314
"2012","2","9","TORONTO CITY CENTRE",2.4895853244505
"2012","2","9","TORONTO LESTER B. PEARSON INT'L A",2.72739814803316
"2012","2","9","VINELAND STATION RCS",2.35544069702317
"2012","3","10","BURLINGTON PIERS (AUT)",7.19370980241866
"2012","3","10","DELHI CS",7.36203527383926
"2012","3","10","ELORA RCS",7.81876546879015
"2012","3","10","GUELPH TURFGRASS",7.93752471150582
"2012","3","10","HAMILTON A",7.23658420299671
"2012","3","10","HAMILTON RBG CS",7.65239075919005
"2012","3","10","KITCHENER/WATERLOO",7.52797858504169
"2012","3","10","LONDON CS",6.92449924278503
"2012","3","10","LONDON INT'L AIRPORT",6.92650735469096
"2012","3","10","MOUNT FOREST (AUT)",8.339765980337
"2012","3","10","SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION",7.04564952919747
"2012","3","10","TORONTO CITY",7.11574708464046
"2012","3","10","TORONTO CITY CENTRE",5.88986930913404
"2012","3","10","TORONTO LESTER B. PEARSON INT'L A",7.91312890502734
"2012","3","10","VINELAND STATION RCS",7.12665690667974
"2012","3","11","BURLINGTON PIERS (AUT)",3.78125790183858
"2012","3","11","DELHI CS",5.88896753912459
"2012","3","11","ELORA RCS",5.25414737673026
"2012","3","11","GUELPH TURFGRASS",5.81452844943165
"2012","3","11","HAMILTON A",4.88123081960162
"2012","3","11","HAMILTON RBG CS",4.59672215568454
"2012","3","11","KITCHENER/WATERLOO",5.64754640876211
"2012","3","11","LONDON CS",5.15922134340634
"2012","3","11","LONDON INT'L AIRPORT",5.15729814868873
"2012","3","11","MOUNT FOREST (AUT)",4.90385345705372
"2012","3","11","SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION",3.69828810287626
"2012","3","11","TORONTO CITY",3.6479448710404
"2012","3","11","TORONTO CITY CENTRE",2.95917717353
"2012","3","11","TORONTO LESTER B. PEARSON INT'L A",4.32277062538243
"2012","3","11","VINELAND STATION RCS",4.22751385521857
"2012","3","12","BURLINGTON PIERS (AUT)",2.5665102030158
"2012","3","12","DELHI CS",5.78300103242038
"2012","3","12","ELORA RCS",5.11866416558405
"2012","3","12","GUELPH TURFGRASS",5.92786261441369
"2012","3","12","HAMILTON A",6.2279820597364
"2012","3","12","HAMILTON RBG CS",4.47615088195121
"2012","3","12","KITCHENER/WATERLOO",6.03594097947316
"2012","3","12","LONDON A",5.94752563882576
"2012","3","12","LONDON CS",4.95698861916346
"2012","3","12","LONDON INT'L AIRPORT",3.83329526613886
"2012","3","12","MOUNT FOREST (AUT)",4.56962844601046
"2012","3","12","TORONTO CITY",4.1438717932432
"2012","3","12","TORONTO CITY CENTRE",3.58598835002786
"2012","3","12","TORONTO LESTER B. PEARSON INT'L A",4.46009905766903
"2012","3","12","VINELAND STATION RCS",3.57540787721508
"2012","3","13","BURLINGTON PIERS (AUT)",4.60351673601292
"2012","3","13","DELHI CS",5.4328754744545
"2012","3","13","ELORA RCS",5.29574722716639
"2012","3","13","GUELPH TURFGRASS",5.6043791942915
"2012","3","13","HAMILTON A",5.48358347864993
"2012","3","13","HAMILTON RBG CS",5.47448536576362
"2012","3","13","KITCHENER/WATERLOO",5.62844255141732
"2012","3","13","LONDON A",5.33827900146313
"2012","3","13","LONDON CS",5.2474111367833
"2012","3","13","MOUNT FOREST (AUT)",4.9228295867901
"2012","3","13","TORONTO CITY",4.84754383260333
"2012","3","13","TORONTO CITY CENTRE",4.30247767657189
"2012","3","13","TORONTO LESTER B. PEARSON INT'L A",5.33473263873411
"2012","3","13","VINELAND STATION RCS",4.58476792749199
"2012","3","9","BURLINGTON PIERS (AUT)",1.533718567651
"2012","3","9","DELHI CS",2.10732941081749
"2012","3","9","ELORA RCS",1.83972636939329
"2012","3","9","GUELPH TURFGRASS",1.86362039748321
"2012","3","9","HAMILTON A",2.01466454761993
"2012","3","9","HAMILTON RBG CS",2.02704667721587
"2012","3","9","KITCHENER/WATERLOO",1.87873363268927
"2012","3","9","LONDON CS",2.20051210428999
"2012","3","9","LONDON INT'L AIRPORT",2.16988441865968
"2012","3","9","MOUNT FOREST (AUT)",1.85850832877814
"2012","3","9","SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION",1.59857563262053
"2012","3","9","TORONTO CITY",1.75240277703436
"2012","3","9","TORONTO CITY CENTRE",1.51299470369064
"2012","3","9","TORONTO LESTER B. PEARSON INT'L A",1.94427654092869
"2012","3","9","VINELAND STATION RCS",1.87741498101901
"2012","4","14","BURLINGTON PIERS (AUT)",2.32847604332653
"2012","4","14","DELHI CS",4.78999691341941
"2012","4","14","ELORA RCS",4.33445999917633
"2012","4","14","GUELPH TURFGRASS",4.90820088361168
"2012","4","14","HAMILTON A",4.43088159618583
"2012","4","14","HAMILTON RBG CS",4.46346829128869
"2012","4","14","KITCHENER/WATERLOO",4.91240929090257
"2012","4","14","LONDON A",4.59517788033551
"2012","4","14","LONDON CS",4.37022793634026
"2012","4","14","MOUNT FOREST (AUT)",4.37214854732482
"2012","4","14","TORONTO CITY",3.29570838445188
"2012","4","14","TORONTO CITY CENTRE",3.176252450052
"2012","4","14","TORONTO LESTER B. PEARSON INT'L A",3.71611518219416
"2012","4","14","VINELAND STATION RCS",2.88359468975081
"2012","4","15","BURLINGTON PIERS (AUT)",3.0706057295949
"2012","4","15","DELHI CS",4.94291738534042
"2012","4","15","ELORA RCS",4.57857704121996
"2012","4","15","GUELPH TURFGRASS",5.03966562035285
"2012","4","15","HAMILTON A",4.49973148139079
"2012","4","15","HAMILTON RBG CS",4.61090112468666
"2012","4","15","KITCHENER/WATERLOO",4.85213876981831
"2012","4","15","LONDON A",4.52155193038554
"2012","4","15","LONDON CS",4.32578059366295
"2012","4","15","MOUNT FOREST (AUT)",4.52770103169913
"2012","4","15","TORONTO CITY",3.10536874728811
"2012","4","15","TORONTO CITY CENTRE",2.65322218574384
"2012","4","15","TORONTO LESTER B. PEARSON INT'L A",3.86222294936943
"2012","4","15","VINELAND STATION RCS",3.49802865319208
"2012","4","16","BURLINGTON PIERS (AUT)",5.95071043893105
"2012","4","16","DELHI CS",6.65612089033288
"2012","4","16","ELORA RCS",6.90330491594244
"2012","4","16","GUELPH TURFGRASS",7.22831237469314
"2012","4","16","HAMILTON A",6.93446960931224
"2012","4","16","HAMILTON RBG CS",7.12113046413686
"2012","4","16","KITCHENER/WATERLOO",7.17141636262575
"2012","4","16","LONDON A",6.49412579207168
"2012","4","16","LONDON CS",6.2762325161295
"2012","4","16","MOUNT FOREST (AUT)",6.81032140329634
"2012","4","16","TORONTO CITY",5.57978445022548
"2012","4","16","TORONTO CITY CENTRE",4.25594298415117
"2012","4","16","TORONTO LESTER B. PEARSON INT'L A",6.48763907145075
"2012","4","16","VINELAND STATION RCS",6.76533149767743
"2012","4","17","BURLINGTON PIERS (AUT)",2.30845849219954
"2012","4","17","DELHI CS",3.86357378355227
"2012","4","17","ELORA RCS",3.56380115083804
"2012","4","17","GUELPH TURFGRASS",3.57750666854746
"2012","4","17","HAMILTON A",3.31094735658256
"2012","4","17","HAMILTON RBG CS",3.28745943042661
"2012","4","17","KITCHENER/WATERLOO",3.6491535515006
"2012","4","17","LONDON A",3.51282504023905
"2012","4","17","LONDON CS",3.39900772182323
"2012","4","17","MOUNT FOREST (AUT)",3.4733413841267
"2012","4","17","TORONTO CITY",2.74871538546946
